year,zone,month,methane_pct,ethane_pct,propane_pct,gross_heating_value_btu_scf,specific_gravity,c2h6_ch4_mol
2025,BAYFIELD,NOV,93.87,4.788,0.078,1039.9,0.5883,0.051
2025,BAYFIELD,DEC,93.74,5.167,0.05,1044.2,0.5876,0.0551
2025,BAYFIELD,AVG,93.58,4.96,0.06,1043.5,0.5858,0.053
2025,DENVER,JAN,81.692,10.385,0.974,1044.5,0.6579,0.1271
2025,DENVER,FEB,82.137,10.204,0.86,1042.4,0.655,0.1242
2025,DENVER,MAR,82.615,9.95,0.687,1036.4,0.6513,0.1204
2025,DENVER,APR,81.311,10.914,0.819,1044.1,0.6591,0.1342
2025,DENVER,MAY,81.437,10.816,0.782,1042.3,0.6588,0.1328
2025,DENVER,JUN,81.232,11.202,0.698,1044.5,0.6591,0.1379
2025,DENVER,JUL,81.794,10.58,0.774,1042.0,0.6565,0.1293
2025,DENVER,AUG,81.51,10.55,0.961,1045.1,0.6584,0.1294
2025,DENVER,SEP,81.405,10.738,0.937,1047.2,0.6599,0.1319
2025,DENVER,OCT,80.718,11.402,0.807,1046.9,0.6613,0.1413
2025,DENVER,NOV,80.847,10.802,1.131,1051.6,0.6642,0.1336
2025,DENVER,DEC,81.246,11.036,0.843,1047.6,0.6592,0.1358
2025,DENVER,AVG,81.49,10.71,0.86,1044.3,0.6582,0.1314
2025,GRAND JUNCTION,JAN,91.913,6.359,0.664,1068.1,0.6015,0.0692
2025,GRAND JUNCTION,FEB,91.568,6.295,0.636,1062.6,0.605,0.0687
2025,GRAND JUNCTION,MAR,92.139,5.814,0.45,1053.6,0.6014,0.0631
2025,GRAND JUNCTION,APR,93.614,4.846,0.243,1043.7,0.5915,0.0518
2025,GRAND JUNCTION,MAY,92.173,6.275,0.359,1057.3,0.5986,0.0681
2025,GRAND JUNCTION,JUN,90.939,7.195,0.472,1064.6,0.6059,0.0791
2025,GRAND JUNCTION,JUL,90.697,0.416,0.416,1175.9,0.6767,0.0046
2025,GRAND JUNCTION,AUG,91.023,7.213,0.487,1065.4,0.6056,0.0792
2025,GRAND JUNCTION,SEP,91.571,6.687,0.482,1061.3,0.603,0.073
2025,GRAND JUNCTION,OCT,91.207,7.126,0.457,1064.6,0.6043,0.0781
2025,GRAND JUNCTION,NOV,91.745,6.74,0.385,1061.3,0.601,0.0735
2025,GRAND JUNCTION,DEC,91.274,6.98,0.467,1063.2,0.6043,0.0765
2025,GRAND JUNCTION,AVG,91.65,6.0,0.46,1071.6,0.609,0.0655
2025,GREASEWOOD,JAN,95.56,3.74,0.0,1036.0,0.5791,0.0391
2025,GREASEWOOD,FEB,94.891,4.39,0.0,1040.7,0.5823,0.0463
2025,GREASEWOOD,MAR,94.84,4.44,0.0,1041.1,0.5826,0.0468
2025,GREASEWOOD,APR,86.101,8.424,0.0,1023.4,0.6282,0.0978
2025,GREASEWOOD,MAY,95.5,3.642,0.0,1033.6,0.5798,0.0381
2025,GREASEWOOD,JUN,95.78,3.398,0.0,1032.1,0.5782,0.0355
2025,GREASEWOOD,JUL,95.802,3.541,0.0,1034.9,0.5774,0.037
2025,GREASEWOOD,AUG,94.89,4.58,0.0,1044.1,0.5814,0.0483
2025,GREASEWOOD,SEP,93.644,5.84,0.0,1054.0,0.5875,0.0624
2025,GREASEWOOD,OCT,93.743,5.64,0.0,1051.4,0.5874,0.0602
2025,GREASEWOOD,NOV,94.721,4.579,0.0,1042.4,0.583,0.0483
2025,GREASEWOOD,DEC,94.579,4.703,0.0,1043.2,0.5838,0.0497
2025,GREASEWOOD,AVG,94.17,4.74,0.0,1039.1,0.5865,0.0503
2025,MERINO,JAN,91.771,7.441,0.22,1069.6,0.597,0.0811
2025,MERINO,FEB,89.249,7.873,0.752,1071.2,0.6182,0.0882
2025,MERINO,MAR,90.44,7.5,0.59,1070.7,0.6085,0.0829
2025,MERINO,APR,90.552,7.355,0.575,1069.0,0.6079,0.0812
2025,MERINO,MAY,90.875,7.8,0.39,1075.2,0.6049,0.0858
2025,MERINO,JUN,91.147,8.181,0.216,1076.6,0.5996,0.0898
2025,MERINO,JUL,91.759,7.177,0.315,1068.1,0.5986,0.0782
2025,MERINO,AUG,87.957,9.451,0.733,1084.9,0.625,0.1075
2025,MERINO,SEP,88.235,9.114,0.799,1083.8,0.6242,0.1033
2025,MERINO,OCT,87.51,9.564,0.875,1087.0,0.629,0.1093
2025,MERINO,NOV,86.556,10.199,0.953,1091.0,0.6351,0.1178
2025,MERINO,DEC,87.651,9.483,0.772,1082.2,0.6264,0.1082
2025,MERINO,AVG,89.48,8.43,0.6,1076.9,0.6151,0.0942
2025,MOUNTAIN,JAN,83.47,8.87,0.69,1025.9,0.6458,0.1063
2025,MOUNTAIN,FEB,82.834,9.497,0.611,1029.1,0.6498,0.1147
2025,MOUNTAIN,MAR,82.59,9.74,0.69,1033.0,0.651,0.1179
2025,MOUNTAIN,APR,89.783,6.927,0.487,1050.0,0.6118,0.0772
2025,MOUNTAIN,MAY,83.775,8.769,0.54,1024.0,0.6453,0.1047
2025,MOUNTAIN,JUN,85.448,7.328,0.446,1012.0,0.6407,0.0858
2025,MOUNTAIN,JUL,93.545,0.815,0.039,964.5,0.6124,0.0087
2025,MOUNTAIN,AUG,90.42,3.57,0.12,983.9,0.6231,0.0395
2025,MOUNTAIN,SEP,91.757,2.082,0.111,971.3,0.6215,0.0227
2025,MOUNTAIN,OCT,91.288,3.457,0.2,993.6,0.6176,0.0379
2025,MOUNTAIN,NOV,87.247,7.424,0.343,1027.1,0.6268,0.0851
2025,MOUNTAIN,DEC,81.865,10.668,0.395,1031.4,0.6524,0.1303
2025,MOUNTAIN,AVG,87.0,6.6,0.39,1016.2,0.6336,0.0759
2025,NORTHERN,JAN,87.018,9.802,0.771,1081.2,0.6312,0.1126
2025,NORTHERN,FEB,87.746,9.308,0.721,1078.1,0.6267,0.1061
2025,NORTHERN,MAR,88.087,9.183,0.656,1077.7,0.6242,0.1042
2025,NORTHERN,APR,85.819,10.563,0.883,1086.3,0.6388,0.1231
2025,NORTHERN,MAY,85.837,10.7,0.759,1084.1,0.6383,0.1247
2025,NORTHERN,JUN,86.013,10.549,0.776,1084.1,0.6371,0.1226
2025,NORTHERN,JUL,86.167,10.485,0.836,1086.1,0.6358,0.1217
2025,NORTHERN,AUG,85.93,10.668,0.893,1089.5,0.6374,0.1241
2025,NORTHERN,SEP,85.058,11.112,1.052,1093.8,0.6442,0.1306
2025,NORTHERN,OCT,85.285,11.11,0.957,1093.3,0.6424,0.1303
2025,NORTHERN,NOV,86.28,10.412,0.835,1087.2,0.6355,0.1207
2025,NORTHERN,DEC,86.22,10.36,1.014,1090.7,0.6368,0.1202
2025,NORTHERN,AVG,86.28,10.35,0.85,1085.3,0.6349,0.12
2025,PUEBLO,JAN,85.343,6.699,1.462,1025.8,0.6387,0.0785
2025,PUEBLO,FEB,83.071,9.036,0.892,1032.8,0.6498,0.1088
2025,PUEBLO,MAR,80.854,10.912,0.867,1040.9,0.6611,0.135
2025,PUEBLO,APR,80.834,10.559,1.089,1041.8,0.663,0.1306
2025,PUEBLO,MAY,81.058,10.155,1.262,1042.2,0.6634,0.1253
2025,PUEBLO,JUN,79.16,11.684,1.159,1047.8,0.6718,0.1476
2025,PUEBLO,JUL,79.688,11.313,1.123,1046.2,0.6699,0.142
2025,PUEBLO,AUG,78.434,11.43,1.668,1054.1,0.6797,0.1457
2025,PUEBLO,SEP,79.274,11.237,1.367,1049.9,0.6739,0.1417
2025,PUEBLO,OCT,81.808,9.51,1.179,1037.4,0.6588,0.1162
2025,PUEBLO,NOV,86.924,5.739,0.846,1012.0,0.629,0.066
2025,PUEBLO,DEC,84.057,8.589,0.644,1025.1,0.6429,0.1022
2025,PUEBLO,AVG,81.71,9.74,1.13,1035.8,0.6556,0.1192
2025,RIFLE-VAIL,JAN,92.31,5.56,0.632,1059.1,0.6033,0.0602
2025,RIFLE-VAIL,FEB,90.555,6.176,0.991,1065.9,0.618,0.0682
2025,RIFLE-VAIL,MAR,90.442,5.842,1.071,1063.0,0.6212,0.0646
2025,RIFLE-VAIL,APR,95.878,3.204,0.13,1033.1,0.5784,0.0334
2025,RIFLE-VAIL,MAY,95.946,3.246,0.223,1037.6,0.5778,0.0338
2025,RIFLE-VAIL,JUN,93.139,5.792,0.416,1062.3,0.5934,0.0622
2025,RIFLE-VAIL,JUL,93.369,5.9,0.23,1058.9,0.5901,0.0632
2025,RIFLE-VAIL,AUG,92.36,5.984,0.615,1065.2,0.6004,0.0648
2025,RIFLE-VAIL,SEP,94.25,4.622,0.346,1049.0,0.5878,0.049
2025,RIFLE-VAIL,OCT,95.63,3.659,0.171,1040.2,0.5789,0.0383
2025,RIFLE-VAIL,NOV,91.67,5.59,0.74,1056.9,0.6094,0.061
2025,RIFLE-VAIL,DEC,91.645,5.542,0.646,1055.5,0.6103,0.0605
2025,RIFLE-VAIL,AVG,93.1,5.09,0.52,1053.5,0.5988,0.0547
2025,SOUTHERN,JAN,94.074,0.0,0.02,955.3,0.6123,0.0
2025,SOUTHERN,FEB,93.926,0.0,0.02,953.8,0.6136,0.0
2025,SOUTHERN,MAR,93.965,0.0,0.019,954.1,0.6132,0.0
2025,SOUTHERN,APR,93.874,0.0,0.01,952.7,0.614,0.0
2025,SOUTHERN,MAY,93.882,0.0,0.012,952.8,0.614,0.0
2025,SOUTHERN,JUN,94.156,0.0,0.012,955.6,0.6113,0.0
2025,SOUTHERN,JUL,94.04,0.0,0.012,954.4,0.6124,0.0
2025,SOUTHERN,AUG,93.365,0.0,0.034,948.3,0.6191,0.0
2025,SOUTHERN,SEP,93.834,0.0,0.014,952.3,0.6144,0.0
2025,SOUTHERN,OCT,93.826,0.0,0.01,952.2,0.6145,0.0
2025,SOUTHERN,NOV,93.815,0.0,0.01,952.1,0.6146,0.0
2025,SOUTHERN,DEC,93.857,0.0,0.01,952.5,0.6142,0.0
2025,SOUTHERN,AVG,93.88,0.0,0.02,953.0,0.6142,0.0
2025,STERLING,JAN,87.85,8.49,0.92,1071.7,0.6281,0.0966
2025,STERLING,FEB,88.241,8.392,0.894,1072.7,0.6256,0.0951
2025,STERLING,MAR,88.2,8.65,0.75,1074.3,0.6258,0.0981
2025,STERLING,APR,89.511,7.886,0.5159,1065.5,0.6166,0.0881
2025,STERLING,MAY,89.289,7.984,0.6206,1067.5,0.6181,0.0894
2025,STERLING,JUN,88.068,8.679,0.752,1072.3,0.6254,0.0985
2025,STERLING,JUL,94.04,0.0,0.012,954.4,0.6124,0.0
2025,STERLING,AUG,90.262,5.56,0.71,1040.4,0.6122,0.0616
2025,STERLING,SEP,91.405,4.401,0.655,1032.8,0.6068,0.0481
2025,STERLING,OCT,91.994,3.614,0.621,1024.0,0.6028,0.0393
2025,STERLING,NOV,91.703,3.799,0.632,1023.1,0.6036,0.0414
2025,STERLING,DEC,89.309,6.829,0.719,1053.3,0.6181,0.0765
2025,STERLING,AVG,89.99,6.19,0.65,1044.7,0.6163,0.0688
