"leg_id","n","lat","lon","mean_alt_m","agl_m","track_deg","length_km","ch4_enh_mean_ppb","U_perp_ms","wind_src","L_mol_per_m_s","region","flight"
6,62,40.43,-104.607,2016,608,-179.1,4.34,39.2,0.87,"aircraft",0.00581870444205883,"basin","AMMBEC-ARL-Suite_TwinOtter_20240711_R0_L2.ict"
7,79,40.321,-104.68,2019,565,0,5.36,9.7,0.83,"aircraft",0.00161298771602426,"basin","AMMBEC-ARL-Suite_TwinOtter_20240711_R0_L2.ict"
8,194,40.469,-104.678,2013,592,0.4,12.43,9,0.95,"aircraft",0.00353955228442828,"basin","AMMBEC-ARL-Suite_TwinOtter_20240711_R0_L2.ict"
9,43,40.543,-104.678,2017,571,0.6,2.74,12.6,0.68,"aircraft",0.000782923973318001,"basin","AMMBEC-ARL-Suite_TwinOtter_20240711_R0_L2.ict"
10,62,40.583,-104.716,2015,543,-90.1,4.04,26.7,1.35,"aircraft",0.00488585474549399,"basin","AMMBEC-ARL-Suite_TwinOtter_20240711_R0_L2.ict"
11,93,40.544,-104.754,2016,561,178.9,6.03,14.3,0.72,"aircraft",0.00171401043405718,"basin","AMMBEC-ARL-Suite_TwinOtter_20240711_R0_L2.ict"
12,62,40.475,-104.752,2015,583,179.5,4.03,8.7,1.17,"aircraft",0.00126802630776389,"basin","AMMBEC-ARL-Suite_TwinOtter_20240711_R0_L2.ict"
13,66,40.308,-104.813,2013,559,-0.4,4.28,10.7,0.6,"aircraft",0.00084264822360262,"basin","AMMBEC-ARL-Suite_TwinOtter_20240711_R0_L2.ict"
14,86,40.386,-104.813,2049,588,-0.2,5.64,18.3,1.62,"aircraft",0.00554708554391937,"basin","AMMBEC-ARL-Suite_TwinOtter_20240711_R0_L2.ict"
15,47,40.523,-104.813,2050,599,-0.4,5.14,12.1,1.36,"aircraft",0.00263757294955478,"basin","AMMBEC-ARL-Suite_TwinOtter_20240711_R0_L2.ict"
16,382,40.375,-104.88,2050,584,179.9,26.88,4.4,4.39,"aircraft",0.0160966891022239,"basin","AMMBEC-ARL-Suite_TwinOtter_20240711_R0_L2.ict"
17,89,40.224,-104.88,2052,568,-180,5.85,5.4,3.88,"aircraft",0.00402956769271028,"basin","AMMBEC-ARL-Suite_TwinOtter_20240711_R0_L2.ict"
18,72,40.082,-104.88,2047,521,179.9,4.53,3.1,2.54,"aircraft",0.00115147070397719,"basin","AMMBEC-ARL-Suite_TwinOtter_20240711_R0_L2.ict"
19,84,39.971,-105.062,2064,452,-120.7,5.66,0,0.92,"aircraft",0,"edge","AMMBEC-ARL-Suite_TwinOtter_20240711_R0_L2.ict"
1,14,39.852,-104.981,2054,467,-0.9,0.78,2.4,1.93,"aircraft",0.000111065140072108,"urban","AMMBEC-ARL-Suite_TwinOtter_20240712_R0_L1.ict"
2,88,40.1,-104.984,2057,507,-0.4,5.51,26.6,4.25,"aircraft",0.0186679576623368,"basin","AMMBEC-ARL-Suite_TwinOtter_20240712_R0_L1.ict"
3,153,40.181,-104.985,2056,554,-0.6,9.49,35.5,2.51,"aircraft",0.0316307190069905,"basin","AMMBEC-ARL-Suite_TwinOtter_20240712_R0_L1.ict"
4,95,40.189,-104.985,4044,2542,179.3,7.57,7.7,6.77,"aircraft",0.010179304493377,"basin","AMMBEC-ARL-Suite_TwinOtter_20240712_R0_L1.ict"
5,100,40.113,-104.984,4049,2512,179.7,8.2,3.3,7.68,"aircraft",0.00532382122079124,"basin","AMMBEC-ARL-Suite_TwinOtter_20240712_R0_L1.ict"
6,243,39.979,-104.983,4048,2466,179.4,19.93,2.1,7.23,"aircraft",0.00723781249291015,"edge","AMMBEC-ARL-Suite_TwinOtter_20240712_R0_L1.ict"
7,69,39.863,-104.981,4050,2463,179.6,5.54,1.3,6.69,"aircraft",0.00127744651086053,"urban","AMMBEC-ARL-Suite_TwinOtter_20240712_R0_L1.ict"
1,63,39.967,-104.725,2041,459,-143.4,4.47,13.9,3.48,"aircraft",0.00621187561187788,"edge","AMMBEC-ARL-Suite_TwinOtter_20240712_R0_L2.ict"
2,71,39.987,-104.987,2046,462,-64.4,4.63,4.2,6.41,"aircraft",0.00416732571238705,"edge","AMMBEC-ARL-Suite_TwinOtter_20240712_R0_L2.ict"
3,78,40.093,-104.605,2046,506,36.5,5.09,18.8,1.25,"aircraft",0.00376734459013276,"basin","AMMBEC-ARL-Suite_TwinOtter_20240712_R0_L2.ict"
4,34,40.019,-105.067,1882,273,-51.5,4.08,1.5,5.16,"aircraft",0.000686720869320621,"edge","AMMBEC-ARL-Suite_TwinOtter_20240712_R0_L2.ict"
5,82,40.083,-105.084,1888,328,21.8,5.22,11.7,3.63,"aircraft",0.00709975799914738,"basin","AMMBEC-ARL-Suite_TwinOtter_20240712_R0_L2.ict"
6,198,40.223,-104.995,1889,397,27.5,14.18,32.9,5.88,"aircraft",0.0891486803475209,"basin","AMMBEC-ARL-Suite_TwinOtter_20240712_R0_L2.ict"
7,102,40.144,-105.032,2043,528,-164.4,6.66,26.2,5.43,"aircraft",0.0305014547250841,"basin","AMMBEC-ARL-Suite_TwinOtter_20240712_R0_L2.ict"
8,69,39.97,-105.101,2043,426,-167.7,4.69,0.8,0.6,"aircraft",6.75875225189213e-05,"edge","AMMBEC-ARL-Suite_TwinOtter_20240712_R0_L2.ict"
1,141,40.076,-105.004,2036,480,38.1,9.29,13.4,3.41,"aircraft",0.0134973365637018,"basin","AMMBEC-ARL-Suite_TwinOtter_20240713_R0_L1.ict"
2,574,40.252,-104.824,2036,551,38.1,38.95,34.8,4.04,"aircraft",0.166323460927011,"basin","AMMBEC-ARL-Suite_TwinOtter_20240713_R0_L1.ict"
3,132,40.371,-104.468,4007,2594,145.4,11.01,0.7,1.73,"aircraft",0.000269696248964414,"basin","AMMBEC-ARL-Suite_TwinOtter_20240713_R0_L1.ict"
4,945,39.866,-104.384,4007,2389,-179.4,89.48,0.8,3.95,"aircraft",0.00801109183556889,"edge","AMMBEC-ARL-Suite_TwinOtter_20240713_R0_L1.ict"
5,620,39.475,-104.701,4010,2099,-89.1,46.67,0.2,5.38,"aircraft",0.00135919762984662,"edge","AMMBEC-ARL-Suite_TwinOtter_20240713_R0_L1.ict"
6,1171,39.892,-104.986,4007,2392,-0.2,85.11,1.5,3.69,"aircraft",0.0128875291817202,"urban","AMMBEC-ARL-Suite_TwinOtter_20240713_R0_L1.ict"
7,128,40.12,-104.987,2014,481,179.6,10.75,135.8,2.15,"aircraft",0.0931193585329867,"basin","AMMBEC-ARL-Suite_TwinOtter_20240713_R0_L1.ict"
8,264,39.957,-104.986,2040,455,179.7,20.62,130.7,2.26,"aircraft",0.188694829194374,"edge","AMMBEC-ARL-Suite_TwinOtter_20240713_R0_L1.ict"
9,67,39.794,-104.984,2040,434,179,4.49,164.6,2.11,"aircraft",0.0498594257877905,"urban","AMMBEC-ARL-Suite_TwinOtter_20240713_R0_L1.ict"
10,95,39.743,-104.984,2041,409,-179.5,6.45,129.4,2.31,"aircraft",0.060988304441204,"urban","AMMBEC-ARL-Suite_TwinOtter_20240713_R0_L1.ict"
11,86,39.673,-104.985,2041,362,179,5.95,69.1,2.62,"aircraft",0.0332737419099194,"urban","AMMBEC-ARL-Suite_TwinOtter_20240713_R0_L1.ict"
12,78,39.62,-104.984,2042,295,179.6,5.48,47.6,3.01,"aircraft",0.0232241555845932,"urban","AMMBEC-ARL-Suite_TwinOtter_20240713_R0_L1.ict"
13,51,39.559,-104.984,2040,244,-175.9,3.55,43.9,3.09,"aircraft",0.0163419856278775,"urban","AMMBEC-ARL-Suite_TwinOtter_20240713_R0_L1.ict"
14,243,39.623,-105.066,2043,355,-24.2,16.37,89.1,3.28,"aircraft",0.146118844282772,"urban","AMMBEC-ARL-Suite_TwinOtter_20240713_R0_L1.ict"
15,67,39.711,-105.117,2043,378,-23.1,6.57,77.1,3.17,"aircraft",0.0497727784379411,"urban","AMMBEC-ARL-Suite_TwinOtter_20240713_R0_L1.ict"
16,90,39.769,-105.113,2043,390,44.9,5.76,81.6,1.38,"aircraft",0.0202200149118315,"urban","AMMBEC-ARL-Suite_TwinOtter_20240713_R0_L1.ict"
17,68,39.798,-105.068,2044,425,51.5,4.29,115.1,0.77,"aircraft",0.0120395766160871,"urban","AMMBEC-ARL-Suite_TwinOtter_20240713_R0_L1.ict"
18,87,39.827,-105.021,2046,455,50.8,5.6,120.9,0.71,"aircraft",0.0152392632342092,"urban","AMMBEC-ARL-Suite_TwinOtter_20240713_R0_L1.ict"
19,69,39.929,-104.993,2046,459,-5.5,4.6,141.3,1.45,"aircraft",0.0301354210748282,"urban","AMMBEC-ARL-Suite_TwinOtter_20240713_R0_L1.ict"
20,269,40.158,-105.078,2046,515,2.6,20.55,98,1.93,"aircraft",0.130538236231554,"basin","AMMBEC-ARL-Suite_TwinOtter_20240713_R0_L1.ict"
21,164,40.316,-105.073,2045,518,0.4,11.13,136.4,2.39,"aircraft",0.109661393305083,"basin","AMMBEC-ARL-Suite_TwinOtter_20240713_R0_L1.ict"
22,80,40.307,-105.089,2047,521,172.1,5.46,109.9,2.2,"aircraft",0.0426581773003016,"basin","AMMBEC-ARL-Suite_TwinOtter_20240713_R0_L1.ict"
23,58,40.264,-105.084,2044,512,-178.3,3.86,100.7,1.88,"aircraft",0.023143064254722,"basin","AMMBEC-ARL-Suite_TwinOtter_20240713_R0_L1.ict"
24,297,40.135,-105.09,2048,512,-177.4,20.17,108.2,2.14,"aircraft",0.145699281625131,"basin","AMMBEC-ARL-Suite_TwinOtter_20240713_R0_L1.ict"
25,63,40.022,-105.096,2049,444,176.8,4.18,117.5,2.95,"aircraft",0.0459395612426702,"edge","AMMBEC-ARL-Suite_TwinOtter_20240713_R0_L1.ict"
1,64,39.532,-104.344,4048,2301,95.5,4.63,2.5,6.5,"aircraft",0.00192616624608621,"edge","AMMBEC-ARL-Suite_TwinOtter_20240713_R0_L2.ict"
2,68,39.572,-104.319,4055,2348,-11.6,4.43,8.1,2.31,"aircraft",0.0014794779962435,"edge","AMMBEC-ARL-Suite_TwinOtter_20240713_R0_L2.ict"
3,123,39.634,-104.333,4049,2356,-9.2,8.04,0.4,3.75,"aircraft",0.000350292820238421,"edge","AMMBEC-ARL-Suite_TwinOtter_20240713_R0_L2.ict"
4,84,39.747,-104.385,4046,2372,-5.9,5.19,0.1,3.16,"aircraft",6.93349260312868e-05,"edge","AMMBEC-ARL-Suite_TwinOtter_20240713_R0_L2.ict"
5,133,39.861,-104.386,4048,2432,0.7,8.92,2.5,5.15,"aircraft",0.00310312131600665,"edge","AMMBEC-ARL-Suite_TwinOtter_20240713_R0_L2.ict"
6,77,39.636,-104.386,2045,309,-179.7,5.3,22,3.84,"aircraft",0.0139493808177476,"edge","AMMBEC-ARL-Suite_TwinOtter_20240713_R0_L2.ict"
7,77,40.034,-104.987,2049,473,0.4,5.12,48.6,5.18,"aircraft",0.0405605259814163,"edge","AMMBEC-ARL-Suite_TwinOtter_20240713_R0_L2.ict"
8,104,40.233,-104.988,2044,554,-0.1,7.15,55.2,4.09,"aircraft",0.0531115302784623,"basin","AMMBEC-ARL-Suite_TwinOtter_20240713_R0_L2.ict"
10,70,40.115,-104.987,4045,2506,179.7,5.41,7.4,1.12,"aircraft",0.00125798457565829,"basin","AMMBEC-ARL-Suite_TwinOtter_20240713_R0_L2.ict"
11,100,39.945,-104.986,4047,2460,179.8,7.72,24.1,2.04,"aircraft",0.00810424012845433,"urban","AMMBEC-ARL-Suite_TwinOtter_20240713_R0_L2.ict"
12,63,39.808,-104.985,4048,2454,179.9,4.65,41.3,1.36,"aircraft",0.00663750357659175,"urban","AMMBEC-ARL-Suite_TwinOtter_20240713_R0_L2.ict"
13,130,39.595,-104.984,4048,2274,179.6,9.39,31.8,2.11,"aircraft",0.0177613089796516,"urban","AMMBEC-ARL-Suite_TwinOtter_20240713_R0_L2.ict"
14,198,39.629,-105.07,4049,2372,-24.4,13.78,31.5,1.06,"aircraft",0.0123669211947388,"urban","AMMBEC-ARL-Suite_TwinOtter_20240713_R0_L2.ict"
15,206,39.684,-105.102,2072,406,154.1,16.19,49.8,1.65,"aircraft",0.043963686889452,"urban","AMMBEC-ARL-Suite_TwinOtter_20240713_R0_L2.ict"
16,59,39.539,-105.016,2073,255,153.7,4.19,39.5,4.65,"aircraft",0.0244110343004693,"urban","AMMBEC-ARL-Suite_TwinOtter_20240713_R0_L2.ict"
17,169,39.609,-105.094,2070,390,-23.6,11.08,43.2,2.9,"aircraft",0.0428942868733519,"urban","AMMBEC-ARL-Suite_TwinOtter_20240713_R0_L2.ict"
18,116,39.741,-105.161,2071,339,-19.9,7.82,49.7,1.96,"aircraft",0.0234163631614459,"urban","AMMBEC-ARL-Suite_TwinOtter_20240713_R0_L2.ict"
