"median_urban_slope","max_urban_slope","beta_pipeline_mean","median_fossil_pct_pipeline_mean","beta_pipeline_lo","median_fossil_pct_pipeline_lo","beta_pipeline_hi","median_fossil_pct_pipeline_hi","n_flights_majority_fossil_pipeline_mean","n_flights"
0.02472,0.05776,0.027,92,0.0187,100,0.0367,67,5,7
