"time","blh_m"
2024-06-02 12:32:42.092103,NA
2024-06-02 12:52:42.289074,NA
2024-06-02 13:12:42.225052,NA
2024-06-02 13:32:42.166059,NA
2024-06-02 13:52:42.064056,151.63
2024-06-02 14:12:42.017003,201.63
2024-06-02 14:32:42.19107,401.63
2024-06-02 14:52:42.160995,351.63
2024-06-02 15:12:42.107031,351.63
2024-06-02 15:32:42.010078,401.63
2024-06-02 15:52:42.005068,701.63
2024-06-02 16:12:42.252068,2951.63
2024-06-02 16:32:42.188046,3051.63
2024-06-02 16:52:42.124024,3101.63
2024-06-02 17:12:42.024044,2601.63
2024-06-02 17:32:42.213148,2951.63
2024-06-02 17:52:42.120098,2851.63
2024-06-02 18:12:42.0481,2951.63
2024-06-02 18:32:42.00006,2651.63
2024-06-02 18:52:42.189135,2551.63
2024-06-02 19:12:42.044063,2651.63
2024-06-02 19:32:42.196133,2701.63
2024-06-02 19:52:42.138095,3201.63
2024-06-02 20:12:42.104107,NA
2024-06-02 20:32:42.10306,251.63
2024-06-02 20:52:42.046059,3451.63
2024-06-02 21:12:42.178063,351.63
2024-06-02 21:32:42.133051,3201.63
2024-06-02 21:52:42.160066,651.63
2024-06-02 22:12:42.164078,4551.63
2024-06-02 22:32:42.095067,5001.63
2024-06-02 22:52:42.048054,3651.63
2024-06-02 23:12:42.295165,3601.63
2024-06-02 23:32:42.098343,4101.63
2024-06-02 23:52:42.386089,4401.63
2024-06-03 00:12:42.083766,101.63
2024-06-03 00:32:42.349082,3451.63
2024-06-03 00:52:42.075104,3001.63
2024-06-03 01:12:42.248075,NA
2024-06-03 01:32:42.012107,3401.63
2024-06-03 01:52:42.260022,251.63
2024-06-03 02:12:42.205083,151.63
2024-06-03 02:32:42.109105,2751.63
2024-06-03 02:52:42.147064,3051.63
2024-06-03 03:12:42.07407,1751.63
2024-06-03 03:32:42.262048,3501.63
2024-06-03 03:52:42.20905,151.63
2024-06-03 04:12:42.086056,2951.63
2024-06-03 04:32:42.282171,3001.63
2024-06-03 04:52:42.248646,2951.63
2024-06-03 05:12:42.194119,5051.63
2024-06-03 05:32:42.148031,5401.63
2024-06-03 05:52:42.070329,5101.63
2024-06-03 06:12:42.264131,5101.63
2024-06-03 06:32:42.232054,5251.63
2024-06-03 06:52:42.267046,NA
2024-06-03 07:12:42.160065,NA
2024-06-03 07:32:42.162136,NA
2024-06-03 07:52:42.071178,NA
2024-06-03 08:12:42.235911,1001.63
2024-06-03 08:32:42.195114,NA
2024-06-03 08:52:42.169374,NA
2024-06-03 09:12:42.205129,NA
2024-06-03 09:32:42.193069,NA
2024-06-03 09:52:42.159081,NA
2024-06-03 10:12:42.107078,501.63
2024-06-03 10:32:42.06109,3201.63
2024-06-03 10:52:42.336133,NA
2024-06-03 11:12:42.009097,NA
2024-06-03 11:32:42.311237,NA
2024-06-03 11:52:42.015472,NA
2024-06-03 12:12:42.160119,NA
2024-06-03 12:32:42.221352,NA
2024-06-03 12:52:42.224319,NA
2024-06-03 13:12:42.198116,NA
2024-06-03 13:32:42.144172,NA
2024-06-03 13:52:42.076177,NA
2024-06-03 14:12:42.005285,101.63
2024-06-03 14:32:42.258038,NA
2024-06-03 14:52:42.026174,251.63
2024-06-03 15:12:42.267078,NA
2024-06-03 15:32:42.234066,301.63
2024-06-03 15:52:42.124088,4101.63
2024-06-03 16:12:42.148096,4451.63
2024-06-03 16:32:42.18007,4401.63
2024-06-03 16:52:42.086064,4701.63
2024-06-03 17:12:42.22711,4351.63
2024-06-03 17:32:42.182068,3051.63
2024-06-03 17:52:42.154115,3051.63
2024-06-03 18:12:42.132066,4451.63
2024-06-03 18:32:42.102946,4251.63
2024-06-03 18:52:42.048057,4251.63
2024-06-03 19:12:42.290209,4551.63
2024-06-03 19:32:42.005076,901.63
2024-06-03 19:52:42.171057,4651.63
2024-06-03 20:12:42.099038,4801.63
2024-06-03 20:32:42.025089,4501.63
2024-06-03 20:52:42.188082,4401.63
2024-06-03 21:12:42.11714,4201.63
2024-06-03 21:32:42.040032,4251.63
2024-06-03 21:52:42.232073,4301.63
2024-06-03 22:12:42.119118,4351.63
2024-06-03 22:32:42.028089,4151.63
2024-06-03 22:52:42.180099,4201.63
2024-06-03 23:12:42.140146,4351.63
2024-06-03 23:32:42.110051,4751.63
2024-06-03 23:52:42.00314,3101.63
2024-06-04 00:12:42.188745,4151.63
2024-06-04 00:32:42.158056,4101.63
2024-06-04 00:52:42.177105,3351.63
2024-06-04 01:12:42.19713,3951.63
2024-06-04 01:32:42.06795,4451.63
2024-06-04 01:52:42.032131,4251.63
2024-06-04 02:12:42.283477,3401.63
2024-06-04 02:32:42.033246,4751.63
2024-06-04 02:52:42.280115,2051.63
2024-06-04 03:12:42.01015,3001.63
2024-06-04 03:32:42.285353,3701.63
2024-06-04 03:52:42.064271,501.63
2024-06-04 04:12:42.370092,3151.63
2024-06-04 04:32:42.019117,3001.63
2024-06-04 04:52:42.268079,2551.63
2024-06-04 05:12:42.090076,3301.63
2024-06-04 05:32:42.261106,3301.63
2024-06-04 05:52:42.243171,2751.63
2024-06-04 06:12:42.148079,301.63
2024-06-04 06:32:42.146076,2401.63
2024-06-04 06:52:42.126109,251.63
2024-06-04 07:12:42.098086,NA
2024-06-04 07:32:42.053084,351.63
2024-06-04 07:52:42.237119,401.63
2024-06-04 08:12:42.23916,2601.63
2024-06-04 08:32:42.208099,NA
2024-06-04 08:52:42.12565,NA
2024-06-04 09:12:42.085697,NA
2024-06-04 09:32:42.330082,1651.63
2024-06-04 09:52:42.083221,1851.63
2024-06-04 10:12:42.349151,1951.63
2024-06-04 10:32:42.029115,2001.63
2024-06-04 10:52:42.217224,2551.63
2024-06-04 11:12:42.152417,2001.63
2024-06-04 11:32:42.088194,NA
2024-06-04 11:52:42.277359,1651.63
2024-06-04 12:12:42.101881,2701.63
2024-06-04 12:32:42.193079,2251.63
2024-06-04 12:52:42.24364,2551.63
2024-06-04 13:12:42.207721,1851.63
2024-06-04 13:32:42.195912,1751.63
2024-06-04 13:52:42.13535,1851.63
2024-06-04 14:12:42.063683,3151.63
2024-06-04 14:32:42.280408,3201.63
2024-06-04 14:52:42.012303,3051.63
2024-06-04 15:12:42.244759,3001.63
2024-06-04 15:32:42.226784,2951.63
2024-06-04 15:52:42.224952,2551.63
2024-06-04 16:12:42.209783,3101.63
2024-06-04 16:32:42.295096,2851.63
2024-06-04 16:52:42.023089,3001.63
2024-06-04 17:12:42.202105,2951.63
2024-06-04 17:32:42.180087,2551.63
2024-06-04 17:52:42.128155,2901.63
2024-06-04 18:12:42.084088,2401.63
2024-06-04 18:32:42.073918,2201.63
2024-06-04 18:52:42.325294,2701.63
2024-06-04 19:12:42.016151,3051.63
2024-06-04 19:32:42.344593,2851.63
2024-06-04 19:52:42.0612,3101.63
2024-06-04 20:12:42.313772,2901.63
2024-06-04 20:32:42.04605,3151.63
2024-06-04 20:52:42.335757,2901.63
2024-06-04 21:12:42.02402,3351.63
2024-06-04 21:32:42.270417,2551.63
2024-06-04 21:52:42.230243,3201.63
2024-06-04 22:12:42.291909,3001.63
2024-06-04 22:32:42.048135,3201.63
2024-06-04 22:52:42.322142,3201.63
2024-06-04 23:12:42.197559,3001.63
2024-06-04 23:32:42.196341,3151.63
2024-06-04 23:52:42.204014,3551.63
2024-06-05 00:12:42.145514,3701.63
2024-06-05 00:32:42.151669,2501.63
2024-06-05 00:52:42.199545,2701.63
2024-06-05 01:12:42.221672,2551.63
2024-06-05 01:32:42.238388,NA
2024-06-05 01:52:42.048205,NA
2024-06-05 02:12:42.293847,2551.63
2024-06-05 02:32:42.036897,NA
2024-06-05 02:52:42.261125,2151.63
2024-06-05 03:12:42.250442,2501.63
2024-06-05 03:32:42.329087,3001.63
2024-06-05 03:52:42.092354,2751.63
2024-06-05 04:12:42.300921,2751.63
2024-06-05 04:32:42.072195,2801.63
2024-06-05 04:52:42.392148,3001.63
2024-06-05 05:12:42.079093,NA
2024-06-05 05:32:42.297336,NA
2024-06-05 05:52:42.01005,2601.63
2024-06-05 06:12:42.207061,2601.63
2024-06-05 06:32:42.114061,2551.63
2024-06-05 06:52:42.214159,2651.63
2024-06-05 07:12:42.102079,2651.63
2024-06-05 07:32:42.033772,2601.63
2024-06-05 07:52:42.251352,2551.63
2024-06-05 08:12:42.217756,2651.63
2024-06-05 08:32:42.202275,2651.63
2024-06-05 08:52:42.025188,2451.63
2024-06-05 09:12:42.266042,2501.63
2024-06-05 09:32:42.223062,2501.63
2024-06-05 09:52:42.212088,2601.63
2024-06-05 10:12:42.141125,2501.63
2024-06-05 10:32:42.025062,NA
2024-06-05 10:52:42.234615,2201.63
2024-06-05 11:12:42.160957,2101.63
2024-06-05 11:32:42.134684,1951.63
2024-06-05 11:52:42.075781,1851.63
2024-06-05 12:12:42.102163,1901.63
2024-06-05 12:32:42.066002,1851.63
2024-06-05 12:52:42.060489,1751.63
2024-06-05 13:12:42.286779,1751.63
2024-06-05 13:32:42.127063,NA
2024-06-05 13:52:42.174094,1701.63
2024-06-05 14:12:42.119919,1651.63
2024-06-05 14:32:42.132008,151.63
2024-06-05 14:52:42.151701,1751.63
2024-06-05 15:12:42.139137,1551.63
2024-06-05 15:32:42.130315,1501.63
2024-06-05 15:52:42.049113,1601.63
2024-06-05 16:12:42.023091,1601.63
2024-06-05 16:32:42.177666,1851.63
2024-06-05 16:52:42.139805,2401.63
2024-06-05 17:12:42.142057,2651.63
2024-06-05 17:32:42.039643,2151.63
2024-06-05 17:52:42.049539,2051.63
2024-06-05 18:12:42.291631,1951.63
2024-06-05 18:32:42.070217,1701.63
2024-06-05 18:52:42.426057,1901.63
2024-06-05 19:12:42.10907,1901.63
2024-06-05 19:32:42.185059,1851.63
2024-06-05 19:52:42.105084,2101.63
2024-06-05 20:12:42.068189,1851.63
2024-06-05 20:32:42.094601,1951.63
2024-06-05 20:52:42.379883,2101.63
2024-06-05 21:12:42.088836,2151.63
2024-06-05 21:32:42.436036,2351.63
2024-06-05 21:52:42.305921,2501.63
2024-06-05 22:12:42.132968,2501.63
2024-06-05 22:32:42.113112,2551.63
2024-06-05 22:52:42.061079,2801.63
2024-06-05 23:12:42.222815,2601.63
2024-06-05 23:32:42.180036,2501.63
2024-06-05 23:52:42.118418,2501.63
2024-06-06 00:12:42.134198,2351.63
2024-06-06 00:32:42.16405,2151.63
2024-06-06 00:52:42.101064,2201.63
2024-06-06 01:12:42.221541,2251.63
2024-06-06 01:32:42.177736,2301.63
2024-06-06 01:52:42.193305,2151.63
2024-06-06 02:12:42.187129,2151.63
2024-06-06 02:32:42.08742,1751.63
2024-06-06 02:52:42.140717,2201.63
2024-06-06 03:12:42.130276,2351.63
2024-06-06 03:32:42.120206,2251.63
2024-06-06 03:52:42.098037,2151.63
2024-06-06 04:12:42.148066,2301.63
2024-06-06 04:32:42.093297,NA
2024-06-06 04:52:42.1441,2151.63
2024-06-06 05:12:42.252839,1901.63
2024-06-06 05:32:42.230629,NA
2024-06-06 05:52:42.230075,1951.63
2024-06-06 06:12:42.30871,1951.63
2024-06-06 06:32:42.077066,551.63
2024-06-06 06:52:42.266473,2151.63
2024-06-06 07:12:42.223754,NA
2024-06-06 07:32:42.252469,601.63
2024-06-06 07:52:42.105024,2301.63
2024-06-06 08:12:42.054037,2301.63
2024-06-06 08:32:42.029072,401.63
2024-06-06 08:52:42.275136,351.63
2024-06-06 09:12:42.026022,NA
2024-06-06 09:32:37.172215,NA
2024-06-06 09:52:42.17804,NA
2024-06-06 10:11:42.137437,NA
2024-06-06 10:34:25.460318,NA
2024-06-06 10:53:36.343706,NA
2024-06-06 11:15:00.977736,NA
2024-06-06 11:29:17.486518,NA
2024-06-06 15:05:38.228129,NA
2024-06-06 15:05:38.228129,NA
2024-06-06 15:05:38.228129,NA
2024-06-06 15:05:38.228129,NA
2024-06-06 15:05:38.228129,NA
2024-06-06 15:05:38.228129,NA
2024-06-06 15:05:38.228129,NA
2024-06-06 15:05:38.228129,NA
2024-06-06 15:05:38.228129,NA
2024-06-06 15:05:38.228129,NA
2024-06-06 15:05:38.228129,NA
2024-06-06 15:53:17.231119,NA
2024-06-06 15:53:17.231119,NA
2024-06-07 05:38:24.730109,751.63
2024-06-07 05:52:42.226595,2101.63
2024-06-07 05:52:42.226595,2101.63
2024-06-07 06:12:29.622005,451.63
2024-06-07 06:12:29.622005,451.63
2024-06-07 06:32:42.050009,1701.63
2024-06-07 06:32:42.050009,1701.63
2024-06-07 06:52:42.335,1051.63
2024-06-07 06:52:42.335,1051.63
2024-06-07 07:12:42.055992,201.63
2024-06-07 07:12:42.055992,201.63
2024-06-07 07:32:42.377001,1201.63
2024-06-07 07:32:42.377001,1201.63
2024-06-07 07:52:42.073018,NA
2024-06-07 07:52:42.073018,NA
2024-06-07 08:12:42.27201,NA
2024-06-07 08:12:42.27201,NA
2024-06-07 08:32:42.175017,NA
2024-06-07 08:32:42.175017,NA
2024-06-07 08:52:42.169021,NA
2024-06-07 08:52:42.169021,NA
2024-06-07 09:12:42.085295,NA
2024-06-07 09:12:42.085295,NA
2024-06-07 09:32:42.048008,NA
2024-06-07 09:32:42.048008,NA
2024-06-07 09:52:42.236006,501.63
2024-06-07 09:52:42.236006,501.63
2024-06-07 10:12:42.184004,NA
2024-06-07 10:12:42.184004,NA
2024-06-07 10:32:42.122013,NA
2024-06-07 10:32:42.122013,NA
2024-06-07 10:52:42.127223,NA
2024-06-07 10:52:42.127223,NA
2024-06-07 11:12:42.054017,NA
2024-06-07 11:32:42.233023,NA
2024-06-07 11:52:42.152003,NA
2024-06-07 12:12:42.074,701.63
2024-06-07 12:32:42.205008,NA
2024-06-07 12:52:42.176039,NA
2024-06-07 13:12:42.183099,NA
2024-06-07 13:32:42.126007,NA
2024-06-07 13:52:42.053033,801.63
2024-06-07 14:12:42.281013,1151.63
2024-06-07 14:32:42.214285,1701.63
2024-06-07 14:52:42.213992,2051.63
2024-06-07 15:12:42.213438,NA
2024-06-07 15:32:42.259021,NA
2024-06-07 15:52:42.204031,3151.63
2024-06-07 16:12:42.161,3001.63
2024-06-07 16:32:42.14906,2651.63
2024-06-07 16:52:42.135269,2751.63
2024-06-07 17:12:42.083025,2701.63
2024-06-07 17:32:42.077029,2251.63
2024-06-07 17:52:42.298019,NA
2024-06-07 18:12:42.242918,151.63
2024-06-07 18:32:42.259322,3001.63
2024-06-07 18:52:42.220014,3001.63
2024-06-07 19:12:42.196023,3001.63
2024-06-07 19:32:42.153013,2501.63
2024-06-07 19:52:42.097038,3001.63
2024-06-07 20:12:42.256018,3251.63
2024-06-07 20:32:42.158049,2101.63
2024-06-07 20:52:42.194318,3101.63
2024-06-07 21:12:42.20857,2951.63
2024-06-07 21:32:42.19511,2601.63
2024-06-07 21:52:42.201034,2151.63
2024-06-07 22:12:42.206001,1301.63
2024-06-07 22:32:42.204089,2251.63
2024-06-07 22:52:42.175663,1951.63
2024-06-07 23:12:42.230268,2551.63
2024-06-07 23:32:42.193042,3001.63
2024-06-07 23:52:42.163027,3201.63
2024-06-08 00:12:42.176111,4001.63
2024-06-08 00:32:42.05705,4601.63
2024-06-08 00:52:42.235051,4751.63
2024-06-08 01:12:42.229598,5251.63
2024-06-08 01:32:42.226821,401.63
2024-06-08 01:52:42.208151,5201.63
2024-06-08 02:12:42.01304,NA
2024-06-08 02:32:42.207073,3001.63
2024-06-08 02:52:42.144027,3501.63
2024-06-08 03:12:42.089037,3501.63
2024-06-08 03:32:42.304142,2251.63
2024-06-08 03:52:42.027045,1551.63
2024-06-08 04:12:42.191035,3051.63
2024-06-08 04:32:42.193055,2151.63
2024-06-08 04:52:42.160033,2201.63
2024-06-08 05:12:42.121448,1051.63
2024-06-08 05:32:42.051039,1151.63
2024-06-08 05:52:42.297073,1751.63
2024-06-08 06:12:42.051037,1201.63
2024-06-08 06:32:42.248077,2601.63
2024-06-08 06:52:42.217067,2851.63
2024-06-08 07:12:42.17305,2851.63
2024-06-08 07:32:42.182021,NA
2024-06-08 07:52:42.130039,2951.63
2024-06-08 08:12:42.20814,3001.63
2024-06-08 08:32:42.164034,NA
2024-06-08 08:52:42.139018,NA
2024-06-08 09:12:42.101097,NA
2024-06-08 09:32:42.029078,3651.63
2024-06-08 09:52:42.081068,NA
2024-06-08 10:12:42.286809,301.63
2024-06-08 10:32:42.040521,NA
2024-06-08 10:52:42.273037,NA
2024-06-08 11:12:42.062064,NA
2024-06-08 11:32:42.403924,NA
2024-06-08 11:52:42.102043,NA
2024-06-08 12:12:42.08104,NA
2024-06-08 12:32:42.009032,NA
2024-06-08 12:52:42.15904,NA
2024-06-08 13:12:42.148035,NA
2024-06-08 13:32:42.115113,NA
2024-06-08 13:52:42.078048,NA
2024-06-08 14:12:42.059046,NA
2024-06-08 14:32:42.265652,301.63
2024-06-08 14:52:42.010623,401.63
2024-06-08 15:12:42.260038,401.63
2024-06-08 15:32:42.248067,751.63
2024-06-08 15:52:42.181078,801.63
2024-06-08 16:12:42.151023,851.63
2024-06-08 16:32:42.060044,1101.63
2024-06-08 16:52:42.266047,1501.63
2024-06-08 17:12:42.223017,751.63
2024-06-08 17:32:42.294147,1351.63
2024-06-08 17:52:42.237387,851.63
2024-06-08 18:12:42.21216,851.63
2024-06-08 18:32:42.211063,2801.63
2024-06-08 18:52:42.169048,1201.63
2024-06-08 19:12:42.095038,1051.63
2024-06-08 19:32:42.114037,1101.63
2024-06-08 19:52:42.136456,5651.63
2024-06-08 20:12:42.084916,5001.63
2024-06-08 20:32:42.324232,3301.63
2024-06-08 20:52:42.094047,601.63
2024-06-08 21:12:42.307141,851.63
2024-06-08 21:32:42.004063,4701.63
2024-06-08 21:52:42.147031,3651.63
2024-06-08 22:12:42.137072,2051.63
2024-06-08 22:32:42.073724,NA
2024-06-08 22:52:42.300969,5301.63
2024-06-08 23:12:42.030058,1301.63
2024-06-08 23:32:42.212052,751.63
2024-06-08 23:52:42.223064,1301.63
2024-06-09 00:12:42.214041,3551.63
2024-06-09 00:32:42.199033,651.63
2024-06-09 00:52:42.192383,NA
2024-06-09 01:12:42.244042,1951.63
2024-06-09 01:32:42.182081,201.63
2024-06-09 01:52:42.029044,NA
2024-06-09 02:12:42.267042,NA
2024-06-09 02:32:42.021055,NA
2024-06-09 02:52:42.404063,NA
2024-06-09 03:12:42.170036,1301.63
2024-06-09 03:32:42.093059,101.63
2024-06-09 03:52:42.065056,NA
2024-06-09 04:12:42.267085,NA
2024-06-09 04:32:42.048608,601.63
2024-06-09 04:52:42.281325,NA
2024-06-09 05:12:42.237138,NA
2024-06-09 05:32:42.225057,1051.63
2024-06-09 05:52:42.24808,1251.63
2024-06-09 06:12:42.20007,1201.63
2024-06-09 06:32:42.211002,1301.63
2024-06-09 06:52:42.179609,NA
2024-06-09 07:12:42.097945,NA
2024-06-09 07:32:42.039435,NA
2024-06-09 07:52:42.261118,NA
2024-06-09 08:12:42.212093,NA
2024-06-09 08:32:42.19803,651.63
2024-06-09 08:52:42.216034,351.63
2024-06-09 09:12:42.140073,401.63
2024-06-09 09:32:42.030044,NA
2024-06-09 09:52:42.222055,NA
2024-06-09 10:12:42.156062,NA
2024-06-09 10:32:42.148044,NA
2024-06-09 10:52:42.187321,901.63
2024-06-09 11:12:42.217082,201.63
2024-06-09 11:32:42.137057,251.63
2024-06-09 11:52:42.16012,NA
2024-06-09 12:12:42.134108,NA
2024-06-09 12:32:42.103097,NA
2024-06-09 12:52:42.127065,NA
2024-06-09 13:12:42.247099,151.63
2024-06-09 13:32:42.209068,201.63
2024-06-09 13:52:42.193064,251.63
2024-06-09 14:12:42.172061,401.63
2024-06-09 14:32:42.198071,301.63
2024-06-09 14:52:42.16537,301.63
2024-06-09 15:12:42.226594,301.63
2024-06-09 15:32:42.209051,651.63
2024-06-09 15:52:42.201044,651.63
2024-06-09 16:12:42.198065,NA
2024-06-09 16:32:42.134073,801.63
2024-06-09 16:52:42.082061,901.63
2024-06-09 17:12:42.257094,1051.63
2024-06-09 17:32:42.009096,1151.63
2024-06-09 17:52:42.200051,1201.63
2024-06-09 18:12:42.17412,1201.63
2024-06-09 18:32:42.181944,1301.63
2024-06-09 18:52:42.167479,2001.63
2024-06-09 19:12:42.13336,1951.63
2024-06-09 19:32:42.104049,1351.63
2024-06-09 19:52:42.070061,1801.63
2024-06-09 20:12:42.253061,3151.63
2024-06-09 20:32:42.016086,1201.63
2024-06-09 20:52:42.243,1201.63
2024-06-09 21:12:42.009576,1351.63
2024-06-09 21:32:42.200089,1901.63
2024-06-09 21:52:42.20209,1251.63
2024-06-09 22:12:42.133079,451.63
2024-06-09 22:32:42.081036,1251.63
2024-06-09 22:52:42.112075,1051.63
2024-06-09 23:12:42.111742,3251.63
2024-06-09 23:32:42.09434,NA
2024-06-09 23:52:42.296269,1651.63
2024-06-10 00:12:42.087116,351.63
2024-06-10 00:32:42.364069,201.63
2024-06-10 00:52:42.096085,4601.63
2024-06-10 01:12:42.307087,NA
2024-06-10 01:32:42.135783,501.63
2024-06-10 01:52:42.101846,3901.63
2024-06-10 02:12:42.066298,1701.63
2024-06-10 02:32:42.320038,201.63
2024-06-10 02:52:42.018087,301.63
2024-06-10 03:12:42.251076,301.63
2024-06-10 03:32:42.168033,NA
2024-06-10 03:52:42.239889,1451.63
2024-06-10 04:12:42.203617,251.63
2024-06-10 04:32:42.172074,351.63
2024-06-10 04:52:42.071107,201.63
2024-06-10 05:12:42.050064,NA
2024-06-10 05:32:42.220028,NA
2024-06-10 05:52:42.206046,NA
2024-06-10 06:12:42.325497,NA
2024-06-10 06:32:42.151035,NA
2024-06-10 06:52:42.107119,NA
2024-06-10 07:12:42.069098,NA
2024-06-10 07:32:42.270071,NA
2024-06-10 07:52:42.003063,NA
2024-06-10 08:12:42.190257,NA
2024-06-10 08:32:42.149198,NA
2024-06-10 08:52:42.155071,NA
2024-06-10 09:12:42.1587,NA
2024-06-10 09:32:42.156869,NA
2024-06-10 09:52:42.166232,NA
2024-06-10 10:12:42.1781,NA
2024-06-10 10:32:42.218201,NA
2024-06-10 10:52:42.148144,NA
2024-06-10 11:12:42.083086,NA
2024-06-10 11:32:42.118118,NA
2024-06-10 11:52:42.094157,NA
2024-06-10 12:12:42.151076,NA
2024-06-10 12:32:42.090072,NA
2024-06-10 12:52:42.056084,NA
2024-06-10 13:12:42.317145,NA
2024-06-10 13:32:42.141547,151.63
2024-06-10 13:52:42.081065,NA
2024-06-10 14:12:42.059087,201.63
2024-06-10 14:32:42.307052,251.63
2024-06-10 14:52:42.242125,201.63
2024-06-10 15:12:42.1931,401.63
2024-06-10 15:32:42.166112,451.63
2024-06-10 15:52:42.156194,501.63
2024-06-10 16:12:42.130745,601.63
2024-06-10 16:32:42.095098,551.63
2024-06-10 16:52:42.108192,651.63
2024-06-10 17:12:42.08387,501.63
2024-06-10 17:32:42.345073,551.63
2024-06-10 17:52:42.017403,651.63
2024-06-10 18:12:42.215027,601.63
2024-06-10 18:32:42.030054,601.63
2024-06-10 18:52:42.319088,451.63
2024-06-10 19:12:42.095169,751.63
2024-06-10 19:32:42.442088,801.63
2024-06-10 19:52:42.133157,851.63
2024-06-10 20:12:42.036214,401.63
2024-06-10 20:32:42.097609,1201.63
2024-06-10 20:52:42.3862,1451.63
2024-06-10 21:12:42.094257,1101.63
2024-06-10 21:32:42.328473,1801.63
2024-06-10 21:52:42.120346,3251.63
2024-06-10 22:12:42.080182,1201.63
2024-06-10 22:32:42.082002,5001.63
2024-06-10 22:52:42.289976,NA
2024-06-10 23:12:42.053735,201.63
2024-06-10 23:32:42.332711,151.63
2024-06-10 23:52:42.106992,1651.63
2024-06-11 00:12:42.071686,851.63
2024-06-11 00:32:42.161958,1051.63
2024-06-11 00:52:42.21244,2451.63
2024-06-11 01:12:42.29727,NA
2024-06-11 01:32:42.11456,2451.63
2024-06-11 01:52:42.138156,1251.63
2024-06-11 02:12:42.203091,NA
2024-06-11 02:32:42.129483,NA
2024-06-11 02:52:42.235195,3851.63
2024-06-11 03:12:42.19832,3251.63
2024-06-11 03:32:42.170055,3451.63
2024-06-11 03:52:42.106868,1451.63
2024-06-11 04:12:42.215547,3001.63
2024-06-11 04:32:42.22325,301.63
2024-06-11 04:52:42.213603,451.63
2024-06-11 05:12:42.208955,NA
2024-06-11 05:32:42.255152,NA
2024-06-11 05:52:42.245756,451.63
2024-06-11 06:12:42.216133,701.63
2024-06-11 06:32:42.143622,2201.63
2024-06-11 06:52:42.16075,NA
2024-06-11 07:12:42.208647,NA
2024-06-11 07:32:42.234344,551.63
2024-06-11 07:52:42.028772,551.63
2024-06-11 08:12:42.231284,NA
2024-06-11 08:32:42.208159,101.63
2024-06-11 08:52:42.248663,NA
2024-06-11 09:12:42.008661,NA
2024-06-11 09:32:42.263949,NA
2024-06-11 09:52:42.096065,951.63
2024-06-11 10:12:42.068112,1001.63
2024-06-11 10:32:42.087182,1051.63
2024-06-11 10:52:42.413099,601.63
2024-06-11 11:12:42.07352,NA
2024-06-11 11:32:42.264586,NA
2024-06-11 11:52:42.200936,NA
2024-06-11 12:12:42.172561,NA
2024-06-11 12:32:42.177156,NA
2024-06-11 12:52:42.210639,NA
2024-06-11 13:12:42.185352,NA
2024-06-11 13:32:42.307046,301.63
2024-06-11 13:52:42.139483,251.63
2024-06-11 14:12:42.212013,351.63
2024-06-11 14:32:42.209125,751.63
2024-06-11 14:52:42.242075,801.63
2024-06-11 15:12:42.293019,701.63
2024-06-11 15:32:42.199023,651.63
2024-06-11 15:52:42.166041,651.63
2024-06-11 16:12:42.115064,701.63
2024-06-11 16:32:42.062016,751.63
2024-06-11 16:52:42.260072,651.63
2024-06-11 17:13:06.190991,951.63
2024-06-11 17:32:42.131737,1451.63
2024-06-11 17:52:42.08599,851.63
2024-06-11 18:12:42.258006,1451.63
2024-06-11 18:32:42.217017,1201.63
2024-06-11 18:52:42.108005,1251.63
2024-06-11 19:12:42.037002,1101.63
2024-06-11 19:32:42.230009,1201.63
2024-06-11 19:52:42.201422,2201.63
2024-06-11 20:12:42.161017,3051.63
2024-06-11 20:32:42.113008,3351.63
2024-06-11 20:52:42.035015,3301.63
2024-06-11 21:12:42.222017,3451.63
2024-06-11 21:32:42.173043,3201.63
2024-06-11 21:52:42.184015,3101.63
2024-06-11 22:12:42.096034,2951.63
2024-06-11 22:32:42.291043,3551.63
2024-06-11 22:52:42.234997,4751.63
2024-06-11 23:12:42.152035,3501.63
2024-06-11 23:32:42.099027,1501.63
2024-06-11 23:52:42.033375,NA
2024-06-12 00:12:42.251025,NA
2024-06-12 00:32:42.184056,NA
2024-06-12 00:52:42.10204,NA
2024-06-12 01:12:42.100037,NA
2024-06-12 01:32:42.069016,1251.63
2024-06-12 01:52:42.217063,NA
2024-06-12 02:12:42.187048,NA
2024-06-12 02:32:42.186403,NA
2024-06-12 02:52:42.161105,NA
2024-06-12 03:12:42.094026,NA
2024-06-12 03:32:42.074019,NA
2024-06-12 03:52:42.018224,NA
2024-06-12 04:12:42.283038,NA
2024-06-12 04:32:42.012459,251.63
2024-06-12 04:52:42.221549,201.63
2024-06-12 05:12:42.242107,101.63
2024-06-12 05:32:42.144058,151.63
2024-06-12 05:52:42.074031,2351.63
2024-06-12 06:12:42.236028,2601.63
2024-06-12 06:32:42.215016,451.63
2024-06-12 06:52:42.184065,2801.63
2024-06-12 07:12:42.118454,3101.63
2024-06-12 07:32:42.033973,3051.63
2024-06-12 07:52:42.008032,NA
2024-06-12 08:12:42.192037,NA
2024-06-12 08:32:42.169033,NA
2024-06-12 08:52:42.11006,NA
2024-06-12 09:12:42.089127,NA
2024-06-12 09:32:42.072942,2801.63
2024-06-12 09:52:42.270064,2851.63
2024-06-12 10:12:42.222074,2951.63
2024-06-12 10:32:42.146053,3001.63
