"date","flight","mobile","site","min_approach_km","colocated","ch4_air_ppmv_med","ch4_mob_ppmv_med"
"2024-06-28","AMMBEC-ARL-Suite_TwinOtter_20240628_R0.ict","20240628_SuncorP66_CAT_Methane.csv","SuncorP66",11.4,FALSE,NA,NA
