"species","month","emis_units","n_levels_summed","cell_km2","lumped_class","box_cells","county_cells","box_t_per_hr","county_t_per_hr","box_over_county"
"ETHANE","202307","mole km^-2 hr^-1",20,16,TRUE,171,705,0.3021,0.6113,0.4943
