"species","month","emis_units","n_levels_summed","cell_km2","lumped_class","box_cells","county_cells","box_t_per_hr","county_t_per_hr","box_over_county","NEI_7county_Gg_yr","NEI_downscaled_box_Gg_yr","GRA2PES_box_Gg_yr","inventory_version"
"CO","202307","mole km^-2 hr^-1",20,16,FALSE,171,705,13.8549,17.7875,0.7789,291.5,227.05,121.45,"v1.1"
