"sec","timestamp","Latitude","Longitude","Alt_m","GndSpd","Heading","AirTemp_C","Pressure_mb","RH_pct","WindDir","WindSpd","CH4_ppb","CO2_ppm","CO_ppb","H2O_ppmv","O3_ppb","jNO2","site","survey_date","CH4_ppb_bg","CH4_ppb_enh","plume"
76892,2024-07-09 21:21:32,39.895626,-105.165627,1742.4,89.8,180.12,24,834,23.3,NA,NA,1971.7,420.11,143,9378.5,59.4,0.0035523,"MobileLab",2024-07-09,1971,0.700000000000045,FALSE
76894,2024-07-09 21:21:34,39.895176,-105.165619,1742.1,90,180.09,24.05,834,23.25,NA,NA,1972,421.68,129.6,9392.5,61.4,0.0035537,"MobileLab",2024-07-09,1971,1,FALSE
76896,2024-07-09 21:21:36,39.89484,-105.165619,1742.2,90.2,180.4,23.9,834,23.1,NA,NA,1972.4,419.86,126.9,9235.7,57.4,0.0035666,"MobileLab",2024-07-09,1971,1.40000000000009,FALSE
76897,2024-07-09 21:21:37,39.894611,-105.165619,1742.3,90.1,180.55,23.8,834,23.1,NA,NA,1972.5,420.79,125.9,9260.8,68,0.0035859,"MobileLab",2024-07-09,1971,1.5,FALSE
76899,2024-07-09 21:21:39,39.89439,-105.165619,1742.6,90.4,180.3,23.9,834,23.1,NA,NA,1972.2,422.78,137.1,9326.7,60.9,0.0035238,"MobileLab",2024-07-09,1971,1.20000000000005,FALSE
76900,2024-07-09 21:21:40,39.894161,-105.165619,1743,89.3,180.47,23.9,834,23.1,NA,NA,1972.5,422.93,141.4,9372.6,58.9,0.0035554,"MobileLab",2024-07-09,1971,1.5,FALSE
76901,2024-07-09 21:21:41,39.89394,-105.165619,1743.6,88.7,180.36,23.9,834,23.1,NA,NA,1972.8,422.89,134.7,9382,67,0.0035267,"MobileLab",2024-07-09,1971,1.79999999999995,FALSE
76902,2024-07-09 21:21:42,39.893719,-105.165619,1744.5,87.1,180.14,23.8,834,23.1,NA,NA,1972.7,422.29,128,9352.5,59.4,0.0035652,"MobileLab",2024-07-09,1971,1.70000000000005,FALSE
76903,2024-07-09 21:21:43,39.893501,-105.165619,1745.6,85.6,180.23,23.8,834,23.2,NA,NA,1972.4,421.69,125.2,9324.2,60.9,0.0035727,"MobileLab",2024-07-09,1971,1.40000000000009,FALSE
76904,2024-07-09 21:21:44,39.893291,-105.165619,1746.8,84.2,180.18,23.9,834,23.2,NA,NA,1972.3,421.39,122.7,9301.5,57.4,0.0035515,"MobileLab",2024-07-09,1971,1.29999999999995,FALSE
76906,2024-07-09 21:21:46,39.893082,-105.165619,1748.3,83.3,180,23.9,834,23.2,NA,NA,1972.1,420.79,122.8,9263.2,68.5,0.003542,"MobileLab",2024-07-09,1971,1.09999999999991,FALSE
76907,2024-07-09 21:21:47,39.892879,-105.165619,1749.8,81.9,180,23.7,834,23.3,NA,NA,1972.2,420.48,122.5,9248.6,57.4,0.0035525,"MobileLab",2024-07-09,1971,1.20000000000005,FALSE
76908,2024-07-09 21:21:48,39.89267,-105.165611,1751.3,81.1,179.91,23.8,834,23.4,NA,NA,1972.3,420.12,120.5,9235.7,58.4,0.0035649,"MobileLab",2024-07-09,1971,1.29999999999995,FALSE
76909,2024-07-09 21:21:49,39.892471,-105.165611,1752.7,80.1,179.58,23.9,834,23.3,NA,NA,1972.2,419.68,118.5,9224.1,68,0.0035498,"MobileLab",2024-07-09,1971,1.20000000000005,FALSE
76910,2024-07-09 21:21:50,39.892269,-105.165611,1753.9,79.2,179.38,23.9,834,23.4,NA,NA,1972,419.28,117.6,9210.3,56.9,0.0035615,"MobileLab",2024-07-09,1971,1,FALSE
76911,2024-07-09 21:21:51,39.892071,-105.165604,1754.9,79.5,179.33,24,834,23.4,NA,NA,1971.9,419.29,116.7,9191.7,68,0.0035815,"MobileLab",2024-07-09,1971,0.900000000000091,FALSE
76913,2024-07-09 21:21:53,39.891769,-105.165596,1756.2,80.3,179.78,24,834,23.55,NA,NA,1971.8,419.41,120.6,9230.4,57.9,0.0035734,"MobileLab",2024-07-09,1971,0.799999999999955,FALSE
76915,2024-07-09 21:21:55,39.891365,-105.165588,1757.4,82.2,180.305,23.95,833,23.6,NA,NA,1972.3,419.56,125,9287.4,63,0.0035613,"MobileLab",2024-07-09,1971,1.29999999999995,FALSE
76917,2024-07-09 21:21:57,39.891048,-105.165588,1757.7,84,180.48,24,833,23.6,NA,NA,1972.3,421.14,122.1,9278.4,58.4,0.0035605,"MobileLab",2024-07-09,1971.1,1.20000000000005,FALSE
76918,2024-07-09 21:21:58,39.890839,-105.165588,1757.6,84.4,180.37,23.9,833,23.5,NA,NA,1972.3,429.59,118.1,9344.5,58.9,0.0035571,"MobileLab",2024-07-09,1971.1,1.20000000000005,FALSE
76920,2024-07-09 21:22:00,39.890526,-105.165588,1757.2,84.9,180.145,23.85,833.5,23.45,NA,NA,1977.9,445.23,1003.2,9437.3,58.9,0.0035703,"MobileLab",2024-07-09,1971.1,6.80000000000018,TRUE
76922,2024-07-09 21:22:02,39.890106,-105.165588,1756.3,84.2,180.01,23.75,834,23.4,NA,NA,1996.7,465.56,2655.3,9478.1,59.2,0.0035627,"MobileLab",2024-07-09,1971.2,25.5,TRUE
76924,2024-07-09 21:22:04,39.88979,-105.165581,1755.7,84.3,180.08,23.8,834,23.3,NA,NA,1997.5,493.88,2258.9,9475.3,60.9,0.0035676,"MobileLab",2024-07-09,1971.2,26.3,TRUE
76925,2024-07-09 21:22:05,39.88958,-105.165581,1755.5,84.1,180.25,23.8,834,23.2,NA,NA,1990.1,496.18,1480.4,9453.6,69,0.0035138,"MobileLab",2024-07-09,1971.3,18.8,TRUE
76926,2024-07-09 21:22:06,39.889359,-105.165581,1755.4,84.4,180.59,23.8,834,23.1,NA,NA,1982.4,496.68,984.5,9441,58.9,0.0035493,"MobileLab",2024-07-09,1971.3,11.1000000000001,TRUE
76927,2024-07-09 21:22:07,39.889149,-105.165581,1755.5,83.9,180.73,23.8,834,23.1,NA,NA,1978.7,478.39,488.6,9448.8,59.4,0.0035143,"MobileLab",2024-07-09,1971.4,7.29999999999995,TRUE
76929,2024-07-09 21:22:09,39.888836,-105.165581,1756.3,84,180.36,23.9,834,23.05,NA,NA,1975.2,456.7,247.7,9500.2,59.4,0.0034034,"MobileLab",2024-07-09,1971.4,3.79999999999995,TRUE
76931,2024-07-09 21:22:11,39.888416,-105.165581,1757.6,84.3,180.21,23.95,835,23.05,NA,NA,1973.9,451.46,183.6,9536.3,59.4,0.0031581,"MobileLab",2024-07-09,1971.4,2.5,TRUE
76933,2024-07-09 21:22:13,39.8881,-105.165581,1758.6,84.6,180.45,24.1,835,23.1,NA,NA,1973.4,434.76,163.6,9490,59.9,0.0021979,"MobileLab",2024-07-09,1971.5,1.90000000000009,FALSE
76934,2024-07-09 21:22:14,39.88789,-105.165573,1759.5,84.3,180.7,24.1,835,23.3,NA,NA,1973.9,436.44,156.8,9479.2,59.4,0.0023199,"MobileLab",2024-07-09,1971.6,2.30000000000018,TRUE
76936,2024-07-09 21:22:16,39.887573,-105.165573,1760.8,84.4,180.53,24,835,23.4,NA,NA,1976,438.44,321.5,9479.4,56.1,0.0029625,"MobileLab",2024-07-09,1971.6,4.40000000000009,TRUE
76938,2024-07-09 21:22:18,39.88715,-105.165573,1762.1,84.6,180.09,23.95,835.5,23.35,NA,NA,1980.1,440.87,4005.3,9510.9,55.9,0.0032319,"MobileLab",2024-07-09,1971.7,8.39999999999986,TRUE
76939,2024-07-09 21:22:19,39.886829,-105.165573,1762.7,84.6,179.91,24,836,23.4,NA,NA,1983.5,445.45,5657,9537.3,63.5,0.0032975,"MobileLab",2024-07-09,1971.7,11.8,TRUE
76940,2024-07-09 21:22:20,39.88662,-105.165558,1762.9,83.1,180.09,23.9,836,23.4,NA,NA,1986.8,446.89,3539.9,9546.5,57.9,0.0032846,"MobileLab",2024-07-09,1971.7,15.0999999999999,TRUE
76942,2024-07-09 21:22:22,39.886421,-105.165558,1763,82.4,180.29,23.8,836,23.4,NA,NA,1977.3,422.86,1025.8,9521.2,55.9,0.0033311,"MobileLab",2024-07-09,1971.7,5.59999999999991,TRUE
76943,2024-07-09 21:22:23,39.886211,-105.165558,1762.6,81.5,180.5,23.9,836,23.4,NA,NA,1974.8,422.77,951.5,9550,56.4,0.0033713,"MobileLab",2024-07-09,1971.7,3.09999999999991,TRUE
76944,2024-07-09 21:22:24,39.886009,-105.165558,1762.1,80.8,180.64,24,836,23.4,NA,NA,1975.7,424.32,1621.2,9578.8,54.9,0.0033683,"MobileLab",2024-07-09,1971.7,4,TRUE
76945,2024-07-09 21:22:25,39.885811,-105.165558,1761.4,81.6,180.59,24,836,23.3,NA,NA,1980.7,435.09,2845.3,9588.9,60.4,0.0033549,"MobileLab",2024-07-09,1971.7,9,TRUE
76948,2024-07-09 21:22:28,39.885502,-105.165558,1759.9,81.1,180.24,23.9,836.5,23.3,NA,NA,2005.4,441.28,4451.8,9545.3,55.6,0.0034707,"MobileLab",2024-07-09,1971.7,33.7,TRUE
76949,2024-07-09 21:22:29,39.885094,-105.165558,1757.8,81.7,179.61,24,837,23.15,NA,NA,1983.9,424.48,2753.4,9519.2,60.7,0.0034702,"MobileLab",2024-07-09,1971.7,12.2,TRUE
76951,2024-07-09 21:22:31,39.884789,-105.16555,1755.9,82.2,179.64,23.8,837,23.1,NA,NA,1973.2,422.69,399.4,9518.8,55.4,0.0035323,"MobileLab",2024-07-09,1971.7,1.5,FALSE
76952,2024-07-09 21:22:32,39.884579,-105.16555,1754.7,82.8,179.61,23.9,837,23.1,NA,NA,1972.5,423.62,519.3,9509.8,55.9,0.0035393,"MobileLab",2024-07-09,1971.7,0.799999999999955,FALSE
76954,2024-07-09 21:22:34,39.884266,-105.16555,1753,83.7,179.88,23.85,837,23,NA,NA,1972.1,427.12,387.6,9487.8,58.4,0.0035637,"MobileLab",2024-07-09,1971.7,0.399999999999864,FALSE
76956,2024-07-09 21:22:36,39.883949,-105.16555,1751.1,84,179.98,23.8,837,22.9,NA,NA,1971.3,427.11,199,9464.3,67.5,0.0035898,"MobileLab",2024-07-09,1971.7,-0.400000000000091,FALSE
76957,2024-07-09 21:22:37,39.883739,-105.165543,1750,84.8,180.07,23.9,837,22.9,NA,NA,1971.7,430.58,172.6,9451.2,56.4,0.00357,"MobileLab",2024-07-09,1971.8,-0.099999999999909,FALSE
76959,2024-07-09 21:22:39,39.883419,-105.165543,1748.1,86.6,180.25,23.85,837,22.85,NA,NA,1972.9,440.38,200.2,9465.7,60.9,0.00361,"MobileLab",2024-07-09,1971.8,1.10000000000014,FALSE
76960,2024-07-09 21:22:40,39.883091,-105.165543,1746.1,87.8,180.42,23.8,837,22.8,NA,NA,1973,447.43,205.6,9492.8,57.4,0.0036258,"MobileLab",2024-07-09,1971.8,1.20000000000005,FALSE
76961,2024-07-09 21:22:41,39.88287,-105.165543,1744.8,88.2,180.33,23.8,837,22.8,NA,NA,1973.2,451.2,193.8,9507.6,66.5,0.0036292,"MobileLab",2024-07-09,1971.8,1.40000000000009,FALSE
76963,2024-07-09 21:22:43,39.882648,-105.165543,1743.4,89.4,180.44,23.7,837,22.8,NA,NA,1973.7,451.89,221.2,9531.8,55.9,0.0036236,"MobileLab",2024-07-09,1971.8,1.90000000000009,FALSE
76964,2024-07-09 21:22:44,39.882431,-105.165543,1742.3,90.1,180.52,23.7,837,22.8,NA,NA,1973.7,454.56,253.2,9554.8,55.9,0.0036546,"MobileLab",2024-07-09,1971.9,1.79999999999995,FALSE
76966,2024-07-09 21:22:46,39.882084,-105.165543,1740.3,91.3,180.415,23.75,837,22.8,NA,NA,1973.8,461.18,383.3,9596.7,55.6,0.0036626,"MobileLab",2024-07-09,1971.9,1.89999999999986,FALSE
76968,2024-07-09 21:22:48,39.881626,-105.165535,1737.5,92.5,180.36,23.8,837,22.9,NA,NA,1977.5,468.96,854.5,9615.8,55.1,0.0036526,"MobileLab",2024-07-09,1971.9,5.59999999999991,TRUE
76970,2024-07-09 21:22:50,39.881161,-105.165527,1734.9,93.4,179.96,23.7,837,22.9,NA,NA,2006.5,478.38,6353.2,9609.4,61.4,0.0036728,"MobileLab",2024-07-09,1971.9,34.5999999999999,TRUE
76972,2024-07-09 21:22:52,39.88081,-105.165527,1733,94.1,180.09,23.7,837,22.9,NA,NA,2056.2,506.95,11645.3,9624.7,54.9,0.0036558,"MobileLab",2024-07-09,1971.9,84.2999999999997,TRUE
76973,2024-07-09 21:22:53,39.880569,-105.165527,1731.6,94.2,180.33,23.8,837,22.9,NA,NA,2054.2,499.01,12492.7,9645.4,55.9,0.0036706,"MobileLab",2024-07-09,1971.9,82.2999999999997,TRUE
76975,2024-07-09 21:22:55,39.880219,-105.165527,1729.8,94.9,180.495,23.7,837,22.9,NA,NA,2010.5,479.92,6772.6,9632.7,61.4,0.0036621,"MobileLab",2024-07-09,1971.9,38.5999999999999,TRUE
76977,2024-07-09 21:22:57,39.879742,-105.16552,1727.7,95.3,180.405,23.8,837.5,22.75,NA,NA,1981.8,456.67,2256.8,9579,59.7,0.0036787,"MobileLab",2024-07-09,1971.9,9.89999999999986,TRUE
76980,2024-07-09 21:23:00,39.879379,-105.16552,1726.7,94.9,180.38,23.8,838,22.7,NA,NA,1973.4,436.59,623.3,9598.4,55.9,0.0037147,"MobileLab",2024-07-09,1971.9,1.5,FALSE
76981,2024-07-09 21:23:01,39.879028,-105.16552,1726.1,94,180.37,23.85,838,22.7,NA,NA,1974.9,437.68,674,9578.2,55.9,0.0036928,"MobileLab",2024-07-09,1971.9,3,TRUE
76982,2024-07-09 21:23:02,39.878681,-105.16552,1725.3,93.1,180.28,24,838,22.8,NA,NA,1976.3,437.77,808.1,9568.2,56.9,0.0036996,"MobileLab",2024-07-09,1972,4.29999999999995,TRUE
76984,2024-07-09 21:23:04,39.87833,-105.16552,1724.4,93.5,180.215,24,838,22.85,NA,NA,1977.4,437.08,922.4,9557.4,56.9,0.0036879,"MobileLab",2024-07-09,1972,5.40000000000009,TRUE
76986,2024-07-09 21:23:06,39.877979,-105.165512,1723.7,94.2,179.87,24,838,23,NA,NA,1976,442.55,879.6,9552.7,56.4,0.0036962,"MobileLab",2024-07-09,1972.1,3.90000000000009,TRUE
76987,2024-07-09 21:23:07,39.877739,-105.165512,1723.7,94.3,179.8,24,838,23.1,NA,NA,1976,447.26,826.1,9549.3,67.5,0.0036823,"MobileLab",2024-07-09,1972.1,3.90000000000009,TRUE
76989,2024-07-09 21:23:09,39.877392,-105.165512,1723.9,93.6,180.055,23.95,838,23.1,NA,NA,1976.7,452.84,795.8,9543.3,56.7,0.0037026,"MobileLab",2024-07-09,1972.1,4.60000000000014,TRUE
76991,2024-07-09 21:23:11,39.876926,-105.165497,1724.3,91.3,180.235,23.9,838,23.05,NA,NA,1975.7,453.16,726,9541.8,56.9,0.0037026,"MobileLab",2024-07-09,1972.1,3.60000000000014,TRUE
76993,2024-07-09 21:23:13,39.876579,-105.165497,1724.2,91.1,180.22,23.8,838,23,NA,NA,1974.4,456.6,575.1,9548.2,56.9,0.0036955,"MobileLab",2024-07-09,1972.1,2.30000000000018,TRUE
76994,2024-07-09 21:23:14,39.876362,-105.165497,1724.1,91.5,180.19,23.9,838,23,NA,NA,1974.1,452.35,478.3,9552.8,55.4,0.0037242,"MobileLab",2024-07-09,1972.1,2,FALSE
76995,2024-07-09 21:23:15,39.876129,-105.165497,1724.1,91.6,180.22,23.9,838,22.9,NA,NA,1973.9,448.1,450.3,9555,54.4,0.003733,"MobileLab",2024-07-09,1972.1,1.80000000000018,FALSE
76996,2024-07-09 21:23:16,39.8759,-105.165497,1724.1,91.4,180.18,24,838,22.9,NA,NA,1973.6,453.06,434.3,9538.7,54.4,0.0037379,"MobileLab",2024-07-09,1972.1,1.5,FALSE
76998,2024-07-09 21:23:18,39.875553,-105.165497,1723.8,90.7,180.235,23.85,838,22.95,NA,NA,1973.1,460.81,390.1,9527.8,54.9,0.0037245,"MobileLab",2024-07-09,1972.1,1,FALSE
77000,2024-07-09 21:23:20,39.875111,-105.165497,1723.3,88.7,180.415,23.9,837.5,23.1,NA,NA,1973.7,458.82,334.5,9553.4,54.9,0.003705,"MobileLab",2024-07-09,1972.1,1.60000000000014,FALSE
77002,2024-07-09 21:23:22,39.874779,-105.165497,1723.1,88.1,180.89,23.9,837,23.1,NA,NA,1973.2,455.63,246.1,9618.2,54.4,0.0036563,"MobileLab",2024-07-09,1972.2,1,FALSE
77003,2024-07-09 21:23:23,39.874561,-105.165497,1722.9,87.4,181.42,23.9,837,23.1,NA,NA,1973,440.95,188.1,9720.5,54.9,0.0036867,"MobileLab",2024-07-09,1972.2,0.799999999999955,FALSE
77005,2024-07-09 21:23:25,39.874233,-105.165504,1722.6,85.5,181.305,24.05,837,23.2,NA,NA,1972.8,421.94,145.9,9865.1,48.6,0.0037474,"MobileLab",2024-07-09,1972.2,0.599999999999909,FALSE
77007,2024-07-09 21:23:27,39.873806,-105.165512,1722.2,84.2,181.135,24.05,837,23.15,NA,NA,1973,421.2,151.9,9839.3,48.6,0.0037367,"MobileLab",2024-07-09,1972.3,0.700000000000045,FALSE
77009,2024-07-09 21:23:29,39.873501,-105.16552,1721.9,82.7,181.15,24,837,23.1,NA,NA,1972.7,423.54,161.8,9657.7,49.3,0.0037518,"MobileLab",2024-07-09,1972.3,0.400000000000091,FALSE
77010,2024-07-09 21:23:30,39.873291,-105.16552,1721.8,82.2,181.03,23.9,837,23.1,NA,NA,1972.9,428.63,163.4,9639.8,49.8,0.0037496,"MobileLab",2024-07-09,1972.3,0.600000000000136,FALSE
77011,2024-07-09 21:23:31,39.873081,-105.16552,1721.6,81.1,180.55,23.9,838,23.1,NA,NA,1973.2,433.72,252.1,9623.5,47.8,0.003771,"MobileLab",2024-07-09,1972.5,0.700000000000045,FALSE
77012,2024-07-09 21:23:32,39.872879,-105.16552,1721.5,80.3,180.3,23.9,837,23,NA,NA,1973.9,448.3,349.6,9615.3,48.3,0.0037749,"MobileLab",2024-07-09,1972.7,1.20000000000005,FALSE
77014,2024-07-09 21:23:34,39.872681,-105.16552,1721.3,79.5,180.09,24,837,23,NA,NA,1975.2,462.31,356.5,9607.7,59.4,0.0037778,"MobileLab",2024-07-09,1972.8,2.40000000000009,TRUE
77015,2024-07-09 21:23:35,39.872478,-105.16552,1721.1,78.9,180.29,24.1,837,23,NA,NA,1974.6,453.3,326.3,9609.3,55.4,0.0037895,"MobileLab",2024-07-09,1972.9,1.69999999999982,FALSE
77016,2024-07-09 21:23:36,39.872189,-105.165512,1720.7,78.1,180.315,24.1,837.5,23,NA,NA,1974,444.68,274.6,9584.4,49.6,0.003782,"MobileLab",2024-07-09,1972.9,1.09999999999991,FALSE
77018,2024-07-09 21:23:38,39.871899,-105.16552,1720.1,77.2,180.66,24.1,838,23,NA,NA,1976.2,432.91,1285,9535.1,49.8,0.0038039,"MobileLab",2024-07-09,1972.9,3.29999999999995,TRUE
77019,2024-07-09 21:23:39,39.871712,-105.16552,1719.6,77.2,180.59,24.1,838,23,NA,NA,2011.1,460.57,2261.6,9587.5,49.8,0.00379,"MobileLab",2024-07-09,1972.9,38.1999999999998,TRUE
77021,2024-07-09 21:23:41,39.871422,-105.165512,1718.7,77.1,180.245,24.25,838,23,NA,NA,2077.9,483.04,11822.9,9670,49.3,0.0038061,"MobileLab",2024-07-09,1972.9,105,TRUE
77023,2024-07-09 21:23:43,39.871132,-105.165512,1717.6,77.3,179.87,24.3,838,23,NA,NA,2039.6,468.05,18849.4,9723.8,55.4,0.0038046,"MobileLab",2024-07-09,1972.9,66.6999999999998,TRUE
77024,2024-07-09 21:23:44,39.870941,-105.165512,1716.9,76.8,179.77,24.1,838,23.1,NA,NA,2068.8,477.48,20734.1,9744.3,49.3,0.0038131,"MobileLab",2024-07-09,1972.9,95.9000000000001,TRUE
77025,2024-07-09 21:23:45,39.870739,-105.165512,1716.4,77.2,179.67,24.1,838,23.1,NA,NA,2097.9,482.26,18756.9,9763.9,54.9,0.0038085,"MobileLab",2024-07-09,1972.8,125.1,TRUE
77026,2024-07-09 21:23:46,39.870548,-105.165497,1716.1,77.3,179.33,24.1,838,23.1,NA,NA,2078.7,470.89,16779.7,9782.6,53.9,0.0038088,"MobileLab",2024-07-09,1972.7,106,TRUE
77027,2024-07-09 21:23:47,39.870361,-105.165497,1716,78.1,178.82,24.1,838,23.1,NA,NA,2046.7,459.52,13082.3,9796.6,54.9,0.003798,"MobileLab",2024-07-09,1972.5,74.2,TRUE
77028,2024-07-09 21:23:48,39.870159,-105.165489,1716.3,77.1,178.79,24,838,23.1,NA,NA,2024.6,451.45,9025,9757.2,53.9,0.0037883,"MobileLab",2024-07-09,1972.2,52.3999999999999,TRUE
77030,2024-07-09 21:23:50,39.869877,-105.165489,1717.1,76.3,180.74,24.05,838,23.1,NA,NA,2003.5,440.74,6502.3,9717,54.6,0.0038119,"MobileLab",2024-07-09,1972.1,31.4000000000001,TRUE
77032,2024-07-09 21:23:52,39.869591,-105.165489,1717.6,76.1,182.11,24.1,838,23.1,NA,NA,1998.2,439.75,3958.9,9739.9,54.4,0.0038175,"MobileLab",2024-07-09,1971.7,26.5,TRUE
77033,2024-07-09 21:23:53,39.8694,-105.165497,1718.2,75.7,182.24,24.1,837,23.1,NA,NA,1992.2,436.76,2220.6,9760.5,54.9,0.0038124,"MobileLab",2024-07-09,1971.3,20.9000000000001,TRUE
77035,2024-07-09 21:23:55,39.869122,-105.165504,1719.7,73.4,181.115,24.15,837,23.1,NA,NA,1981.3,438.33,1613.1,9720.3,55.6,0.0038212,"MobileLab",2024-07-09,1971.1,10.2,TRUE
77037,2024-07-09 21:23:57,39.868759,-105.165512,1720.9,72.4,180.055,24.1,837,23.1,NA,NA,1975.2,440.27,832.6,9627.1,59.9,0.0038278,"MobileLab",2024-07-09,1970.8,4.40000000000009,TRUE
77039,2024-07-09 21:23:59,39.868401,-105.165497,1721.1,72.9,179.825,24,837,23,NA,NA,1973.4,433.99,660.2,9562.3,54.9,0.0038443,"MobileLab",2024-07-09,1970.5,2.90000000000009,TRUE
77041,2024-07-09 21:24:01,39.868118,-105.165497,1721.2,73.5,179.97,24,837,22.9,NA,NA,1991.2,445.93,1502.3,9567.3,54.9,0.0038261,"MobileLab",2024-07-09,1969.3,21.9000000000001,TRUE
77042,2024-07-09 21:24:02,39.867939,-105.165489,1721.2,74.5,180.03,24.1,837,23,NA,NA,1989.8,443.52,2237,9578.5,54.4,0.0038458,"MobileLab",2024-07-09,1969.3,20.5,TRUE
77043,2024-07-09 21:24:03,39.867748,-105.165489,1721.3,74.6,179.89,24.1,837,22.9,NA,NA,1984.3,441.11,3336.6,9591.5,54.4,0.0038546,"MobileLab",2024-07-09,1969.3,15,TRUE
77044,2024-07-09 21:24:04,39.867561,-105.165489,1721.4,76.2,179.91,24.1,837,22.9,NA,NA,1988.8,462.14,4535.7,9641.4,62,0.003856,"MobileLab",2024-07-09,1969.3,19.5,TRUE
77046,2024-07-09 21:24:06,39.867275,-105.165489,1721.6,75.5,179.915,24.1,837,22.9,NA,NA,2029.5,499.41,10296.1,9723.6,56.4,0.0038399,"MobileLab",2024-07-09,1969.3,60.2,TRUE
77049,2024-07-09 21:24:09,39.866905,-105.165482,1721.8,74.1,179.89,24.15,837,22.9,NA,NA,2013.7,490.99,10934,9752.6,52.1,0.0038465,"MobileLab",2024-07-09,1969.3,44.4000000000001,TRUE
77051,2024-07-09 21:24:11,39.866535,-105.165482,1722.1,74,179.86,24.15,837,23.05,NA,NA,2017,499.56,9061.2,9735.6,57.4,0.003858,"MobileLab",2024-07-09,1969.3,47.7,TRUE
77053,2024-07-09 21:24:13,39.866165,-105.165474,1722.2,73.7,180.095,24.1,837,23.2,NA,NA,2011.9,497.02,7609.4,9748.9,56.1,0.0038631,"MobileLab",2024-07-09,1969.3,42.6000000000001,TRUE
77055,2024-07-09 21:24:15,39.865891,-105.165466,1721.4,73.4,179.85,24.2,837,23.2,NA,NA,1992.1,473.72,6718.5,9786.9,45.8,0.0038431,"MobileLab",2024-07-09,1969.3,22.8,TRUE
77056,2024-07-09 21:24:16,39.865711,-105.165459,1720.4,73.7,179.89,24.3,837,23.2,NA,NA,1996.4,480.23,6416.3,9768.6,46.3,0.0038799,"MobileLab",2024-07-09,1969.3,27.1000000000001,TRUE
77057,2024-07-09 21:24:17,39.86552,-105.165459,1719.6,73.8,180.12,24.3,837,23.2,NA,NA,2002.8,486.73,6203.8,9752.6,45.3,0.0038463,"MobileLab",2024-07-09,1969.3,33.5,TRUE
77058,2024-07-09 21:24:18,39.865341,-105.165451,1719,73.8,180.26,24.2,837,23.2,NA,NA,2001,473.96,5995.5,9745.8,46.8,0.0038472,"MobileLab",2024-07-09,1969.3,31.7,TRUE
77060,2024-07-09 21:24:20,39.865059,-105.165451,1718.4,72.6,180.01,24.1,837,23.05,NA,NA,1989.1,460.4,5349.7,9747.7,46.3,0.0038543,"MobileLab",2024-07-09,1969.3,19.8,TRUE
77062,2024-07-09 21:24:22,39.864792,-105.165451,1718.2,71.8,179.93,24.1,837,22.9,NA,NA,1995.7,468.98,5380,9764.2,45.8,0.0038828,"MobileLab",2024-07-09,1969.3,26.4000000000001,TRUE
77063,2024-07-09 21:24:23,39.864609,-105.165443,1718.2,72.9,180.3,24.2,837,22.9,NA,NA,1995.1,468.5,5617.4,9768.3,45.8,0.003855,"MobileLab",2024-07-09,1969.3,25.8,TRUE
77064,2024-07-09 21:24:24,39.864429,-105.165443,1718.2,72.9,180.02,24.2,837,22.8,NA,NA,1994.6,469.13,6577.1,9783.2,41.3,0.0038774,"MobileLab",2024-07-09,1969.3,25.3,TRUE
77065,2024-07-09 21:24:25,39.86425,-105.165443,1718.4,71.8,180.03,24.3,837,22.8,NA,NA,2003.5,479.93,7536.8,9820.8,41.3,0.0038509,"MobileLab",2024-07-09,1969.3,34.2,TRUE
77067,2024-07-09 21:24:27,39.863983,-105.165443,1719,67.4,180.03,24.3,837,22.8,NA,NA,2018.8,483.09,8479.1,9858.1,41.3,0.0038789,"MobileLab",2024-07-09,1969.3,49.5,TRUE
77069,2024-07-09 21:24:29,39.863674,-105.165436,1719.9,59.3,179.885,24.3,837,22.75,NA,NA,1995.6,460.52,5498.5,9831.2,51.9,0.0038704,"MobileLab",2024-07-09,1969.3,26.3,TRUE
77071,2024-07-09 21:24:31,39.8634,-105.165428,1721.1,49.3,179.85,24.2,837,22.65,NA,NA,1980,438.19,2269.6,9763,41.5,0.0038794,"MobileLab",2024-07-09,1969.3,10.7,TRUE
77074,2024-07-09 21:24:34,39.863178,-105.165428,1722.3,38.9,180.005,24.25,837,22.6,NA,NA,1975.9,436.72,1457.8,9736.5,47.8,0.0039077,"MobileLab",2024-07-09,1969.3,6.60000000000014,TRUE
77076,2024-07-09 21:24:36,39.863014,-105.165428,1723.2,27.7,180.355,24.35,837,22.6,NA,NA,1976.7,441.66,1313.8,9734.2,46.8,0.003877,"MobileLab",2024-07-09,1969.3,7.40000000000009,TRUE
77078,2024-07-09 21:24:38,39.862896,-105.165428,1723.8,20,180.8,24.3,837,22.65,NA,NA,1979.5,440.16,1249,9688.1,42,0.0038852,"MobileLab",2024-07-09,1969.3,10.2,TRUE
77081,2024-07-09 21:24:41,39.862816,-105.165428,1724.3,13.9,181.155,24.45,837,22.85,NA,NA,2001.2,440.47,2548.5,9624.3,41.5,0.0038782,"MobileLab",2024-07-09,1969.3,31.9000000000001,TRUE
77082,2024-07-09 21:24:42,39.86277,-105.165428,1724.5,8.3,181.44,24.6,837,22.9,NA,NA,2028.5,446.6,13898.3,9647.4,41.3,0.0039157,"MobileLab",2024-07-09,1969.3,59.2,TRUE
