"sec","timestamp","Latitude","Longitude","Alt_m","GndSpd","Heading","AirTemp_C","Pressure_mb","RH_pct","WindDir","WindSpd","CH4_ppb","CO2_ppm","CO_ppb","H2O_ppmv","O3_ppb","jNO2","site","survey_date","CH4_ppb_bg","CH4_ppb_enh","plume"
73715,2024-07-09 20:28:35,39.99268,-105.262192,1664.7,0.3,259.695,32.3,843.5,15.75,NA,NA,2036.5,433.6,9364.6,9929.5,55.1,0.0026005,"MobileLab",2024-07-09,1973.5,63,TRUE
73716,2024-07-09 20:28:36,39.99268,-105.262192,1664.7,0.1,259.673,32.22,843.5,15.33,NA,NA,2052.9,435.21,11685.9,9926.1,56.3,0.0026003,"MobileLab",2024-07-09,1973.56,79.3399999999999,TRUE
73717,2024-07-09 20:28:37,39.99268,-105.262192,1664.7,0.2,259.631,32.29,843.5,15.52,NA,NA,2058.8,435.27,14786.3,9926.7,56.5,0.0025723,"MobileLab",2024-07-09,1973.62,85.1800000000001,TRUE
73718,2024-07-09 20:28:38,39.99268,-105.262192,1664.7,0.1,259.615,32.07,843.5,15.62,NA,NA,2047.5,434.96,17644.3,9927.4,56.2,0.0025971,"MobileLab",2024-07-09,1973.68,73.8200000000002,TRUE
73719,2024-07-09 20:28:39,39.99268,-105.262192,1664.6,0.2,259.617,31.96,843.5,15.51,NA,NA,2036.2,435.12,20156.4,9937,58.1,0.0025937,"MobileLab",2024-07-09,1973.74,62.46,TRUE
73720,2024-07-09 20:28:40,39.99268,-105.262192,1664.7,0.2,259.583,31.98,843.5,15.5,NA,NA,2044.2,435.88,22387.8,9951.3,55.9,0.0025932,"MobileLab",2024-07-09,1973.8,70.4000000000001,TRUE
73721,2024-07-09 20:28:41,39.99268,-105.262192,1664.7,0.2,259.534,32.06,843.5,15.64,NA,NA,2052.4,436.67,18373.4,9957.8,56.8,0.0026003,"MobileLab",2024-07-09,1973.86,78.54,TRUE
73722,2024-07-09 20:28:42,39.99268,-105.262192,1664.7,0.2,259.623,32.17,843.5,15.54,NA,NA,2053.6,437.73,14359.1,9945.2,55.1,0.0025635,"MobileLab",2024-07-09,1973.92,79.6799999999998,TRUE
73723,2024-07-09 20:28:43,39.99268,-105.262192,1664.7,0.2,259.792,32.36,843.5,15.8,NA,NA,2051.5,438.78,11092.9,9932.7,56.8,0.0025928,"MobileLab",2024-07-09,1973.62,77.8800000000001,TRUE
73724,2024-07-09 20:28:44,39.99268,-105.262192,1664.6,0.3,259.938,32.39,843.5,15.97,NA,NA,2043.3,435.47,8076,9922,56.6,0.0025828,"MobileLab",2024-07-09,1973.545,69.7549999999999,TRUE
73725,2024-07-09 20:28:45,39.992672,-105.262192,1664.5,0.2,259.883,32.4,843.5,16.03,NA,NA,2025.4,431.01,7543.8,9911.4,57.5,0.0025815,"MobileLab",2024-07-09,1973.45,51.95,TRUE
73726,2024-07-09 20:28:46,39.992668,-105.262192,1664.5,0.2,259.804,32.53,843.49,16.14,NA,NA,2013.1,432.19,9952,9916,57.3,0.0025742,"MobileLab",2024-07-09,1973.455,39.645,TRUE
73727,2024-07-09 20:28:47,39.992672,-105.262192,1664.5,0.2,259.817,32.66,843.43,16.03,NA,NA,2044.2,438.95,12563.7,9926.6,57,0.0026035,"MobileLab",2024-07-09,1973.46,70.74,TRUE
73728,2024-07-09 20:28:48,39.992668,-105.262192,1664.6,0.2,259.989,32.41,843.43,15.88,NA,NA,2075.2,444.28,15969.1,9934.8,56.6,0.0025811,"MobileLab",2024-07-09,1973.465,101.735,TRUE
73729,2024-07-09 20:28:49,39.992668,-105.262192,1664.8,0.1,260.07,32.6,843.43,15.8,NA,NA,2082.8,444.85,19374.6,9940,57.9,0.0025784,"MobileLab",2024-07-09,1973.47,109.33,TRUE
73730,2024-07-09 20:28:50,39.992668,-105.262192,1665,0.2,260.073,32.72,843.4,15.8,NA,NA,2085.3,445.42,21090.6,9945.8,57.2,0.0025937,"MobileLab",2024-07-09,1973.475,111.825,TRUE
73754,2024-07-09 20:29:14,40.026691,-105.242241,1607.2,0.1,2.91,27.4,NA,20.7,NA,NA,1973,423.23,490,9898.1,55.9,0.002611,"MobileLab",2024-07-09,1973.48,-0.480000000000018,FALSE
73756,2024-07-09 20:29:16,40.026691,-105.242241,1607.2,0.2,3,27.4,NA,20.7,NA,NA,1973.1,423.46,388.4,9885.3,56.4,0.002563,"MobileLab",2024-07-09,1973.485,-0.384999999999991,FALSE
73758,2024-07-09 20:29:18,40.026691,-105.242241,1607.2,0,3.045,27.4,849.3,20.7,NA,NA,1972.3,423.11,332.7,9850.1,56.7,0.0025506,"MobileLab",2024-07-09,1973.49,-1.19000000000005,FALSE
73760,2024-07-09 20:29:20,40.026691,-105.242241,1607.2,0.2,3.01,27.4,849.3,20.7,NA,NA,1973.5,423.79,370.8,9868,57.4,0.0025428,"MobileLab",2024-07-09,1973.495,0.00500000000010914,FALSE
73761,2024-07-09 20:29:21,40.026691,-105.242241,1607.2,0.2,3.04,27.4,849.3,20.7,NA,NA,1974.7,423.74,401.3,9871.2,56.9,0.0025791,"MobileLab",2024-07-09,1973.5,1.20000000000005,FALSE
73763,2024-07-09 20:29:23,40.026691,-105.242241,1607.2,0.1,3.085,27.4,849.3,20.7,NA,NA,1977.3,423.69,279.9,9880.6,56.4,0.0025752,"MobileLab",2024-07-09,1973.505,3.79500000000007,TRUE
73765,2024-07-09 20:29:25,40.026691,-105.242241,1607.1,0.2,3.06,27.3,849.3,20.7,NA,NA,1978.4,423.7,259,9886,63,0.0025794,"MobileLab",2024-07-09,1973.51,4.8900000000001,TRUE
73766,2024-07-09 20:29:26,40.026691,-105.242241,1607.1,0.2,3.12,27.4,849.3,20.7,NA,NA,1977.8,423.65,274,9881.5,55.9,0.0026037,"MobileLab",2024-07-09,1973.515,4.28500000000008,TRUE
73767,2024-07-09 20:29:27,40.026691,-105.242241,1607.1,0.4,3.13,27.4,849.3,20.8,NA,NA,1977.2,423.6,307.9,9878.3,56.4,0.0025409,"MobileLab",2024-07-09,1973.52,3.68000000000006,TRUE
73768,2024-07-09 20:29:28,40.026691,-105.242241,1607.1,0.2,3.11,27.5,849.3,20.7,NA,NA,1976.9,423.7,342.3,9879.5,56.4,0.0025869,"MobileLab",2024-07-09,1973.525,3.375,TRUE
73770,2024-07-09 20:29:30,40.026691,-105.242241,1607.1,0.2,3.14,27.6,849.4,20.7,NA,NA,1976.8,424.59,822.8,9888.6,64,0.0025762,"MobileLab",2024-07-09,1973.53,3.27000000000021,TRUE
73771,2024-07-09 20:29:31,40.026691,-105.242241,1607.1,0.1,3.15,27.5,849.3,20.7,NA,NA,1977.1,425.64,1212,9896.9,57.9,0.0025886,"MobileLab",2024-07-09,1973.535,3.56500000000005,TRUE
73772,2024-07-09 20:29:32,40.026691,-105.242241,1607.2,0.2,3.165,27.55,849.3,20.75,NA,NA,1980.1,428.78,1757.6,9916.2,58.9,0.0025745,"MobileLab",2024-07-09,1973.54,6.55999999999995,TRUE
73774,2024-07-09 20:29:34,40.026691,-105.242241,1607.2,0,3.24,27.6,849.3,20.7,NA,NA,2055.9,440.18,10478.5,9982.1,56.4,0.0025808,"MobileLab",2024-07-09,1973.545,82.355,TRUE
73775,2024-07-09 20:29:35,40.026691,-105.242241,1607.2,0.2,3.24,27.6,849.3,20.8,NA,NA,2082.1,446.54,17578.9,10047.2,57.9,0.002593,"MobileLab",2024-07-09,1973.55,108.55,TRUE
73776,2024-07-09 20:29:36,40.026691,-105.242241,1607.2,0.2,3.24,27.6,849.3,20.8,NA,NA,2104.9,452.9,17825.6,10103.3,58.4,0.0025811,"MobileLab",2024-07-09,1973.555,131.345,TRUE
73777,2024-07-09 20:29:37,40.026691,-105.242241,1607.2,0.2,3.23,27.6,849.3,20.8,NA,NA,2098,445.3,16608.3,10011.2,56.4,0.0025764,"MobileLab",2024-07-09,1973.56,124.44,TRUE
73779,2024-07-09 20:29:39,40.026691,-105.242241,1607.2,0.1,3.33,27.55,849.35,20.85,NA,NA,1992,433.97,20079.6,9905.1,56.1,0.0026083,"MobileLab",2024-07-09,1973.565,18.4349999999999,TRUE
73781,2024-07-09 20:29:41,40.026691,-105.242241,1607.2,0.2,3.32,27.5,849.3,20.8,NA,NA,2150.4,455.19,24456.8,9947.9,55.9,0.002593,"MobileLab",2024-07-09,1973.57,176.83,TRUE
73782,2024-07-09 20:29:42,40.026691,-105.242241,1607.2,0.1,3.34,27.6,849.3,20.8,NA,NA,2130.7,445.32,25920.4,9932.8,56.4,0.0025645,"MobileLab",2024-07-09,1973.575,157.125,TRUE
73783,2024-07-09 20:29:43,40.026691,-105.242241,1607.2,0.1,3.35,27.6,849.3,20.8,NA,NA,2058.4,435.45,23400.8,9917.6,56.4,0.0025686,"MobileLab",2024-07-09,1973.58,84.8200000000002,TRUE
73784,2024-07-09 20:29:44,40.026691,-105.242241,1607.2,0.3,3.27,27.6,849.3,20.8,NA,NA,2011.9,433.93,19108.4,9922.1,56.9,0.002594,"MobileLab",2024-07-09,1973.585,38.3150000000001,TRUE
73786,2024-07-09 20:29:46,40.026691,-105.242241,1607.2,0.1,3.23,27.6,849.3,20.8,NA,NA,2027.7,436.38,10754,9928.8,57.4,0.0025638,"MobileLab",2024-07-09,1973.59,54.1100000000001,TRUE
73787,2024-07-09 20:29:47,40.026691,-105.242241,1607.3,0.2,3.18,27.7,849.3,20.8,NA,NA,2024.2,435.02,6932.3,9926.3,66.5,0.0025837,"MobileLab",2024-07-09,1973.595,50.605,TRUE
73788,2024-07-09 20:29:48,40.026691,-105.242241,1607.3,0,3.18,27.6,849.3,20.8,NA,NA,2020.6,433.69,7963.4,9924.3,59.4,0.0025806,"MobileLab",2024-07-09,1973.6,47,TRUE
73789,2024-07-09 20:29:49,40.026691,-105.242241,1607.3,0.3,3.18,27.6,849.3,20.7,NA,NA,2016.2,432.69,8994.4,9923.4,56.4,0.0025723,"MobileLab",2024-07-09,1973.61,42.5900000000001,TRUE
73791,2024-07-09 20:29:51,40.026691,-105.242241,1607.3,0.1,3.15,27.6,849.3,20.7,NA,NA,2006,430.17,6117.1,9908.1,62.7,0.0025764,"MobileLab",2024-07-09,1973.62,32.3800000000001,TRUE
73793,2024-07-09 20:29:53,40.026691,-105.242241,1607.3,0.1,3.095,27.6,849.3,20.7,NA,NA,1993.3,427.36,3701.5,9890,62.5,0.002584,"MobileLab",2024-07-09,1973.63,19.6700000000001,TRUE
73795,2024-07-09 20:29:55,40.026691,-105.242241,1607.3,0.2,3.06,27.6,849.3,20.6,NA,NA,1993.6,426.43,3891.8,9892.5,56.4,0.0025774,"MobileLab",2024-07-09,1973.64,19.96,TRUE
73796,2024-07-09 20:29:56,40.026691,-105.242241,1607.3,0.1,3.08,27.5,849.3,20.7,NA,NA,2011.6,427.86,4785.4,9898.2,55.9,0.0025521,"MobileLab",2024-07-09,1973.65,37.95,TRUE
73798,2024-07-09 20:29:58,40.026691,-105.242241,1607.3,0.1,3.02,27.5,849.3,20.7,NA,NA,2040.9,428.61,7215.9,9911.6,56.1,0.0025582,"MobileLab",2024-07-09,1973.66,67.2400000000002,TRUE
73800,2024-07-09 20:30:00,40.026691,-105.242241,1607.3,0.1,3.05,27.6,849.4,20.7,NA,NA,2073.4,440.34,28668.5,9973,58.4,0.0025742,"MobileLab",2024-07-09,1973.67,99.7300000000002,TRUE
73801,2024-07-09 20:30:01,40.026691,-105.242241,1607.2,0.1,3.04,27.7,849.3,20.7,NA,NA,2293.9,461.21,49783.3,10036.5,55.9,0.0025723,"MobileLab",2024-07-09,1973.68,320.22,TRUE
73802,2024-07-09 20:30:02,40.026691,-105.242241,1607.2,0.2,3.095,27.65,849.3,20.75,NA,NA,2514.4,488.45,93780.6,10100.9,62.2,0.0025555,"MobileLab",2024-07-09,1973.69,540.71,TRUE
73804,2024-07-09 20:30:04,40.026691,-105.242241,1607.3,0.1,3.08,27.6,849.3,20.8,NA,NA,3131.1,578.49,151345,10224.7,57.9,0.0025562,"MobileLab",2024-07-09,1973.7,1157.4,TRUE
73805,2024-07-09 20:30:05,40.026691,-105.242241,1607.2,0.2,3.06,27.6,849.3,20.8,NA,NA,3134.9,562.62,162796.6,10249.8,57.9,0.0026042,"MobileLab",2024-07-09,1973.71,1161.19,TRUE
73807,2024-07-09 20:30:07,40.026691,-105.242241,1607.2,0.2,3.035,27.7,849.3,20.8,NA,NA,2658.2,519.93,97619.8,10180.6,59.4,0.0025752,"MobileLab",2024-07-09,1973.72,684.48,TRUE
73809,2024-07-09 20:30:09,40.026691,-105.242241,1607.2,0,2.99,27.6,849.3,20.9,NA,NA,2349.7,476.04,73202.1,10016.5,58.4,0.0025852,"MobileLab",2024-07-09,1973.73,375.97,TRUE
73810,2024-07-09 20:30:10,40.026691,-105.242241,1607.2,0.2,3,27.7,849.3,21,NA,NA,2361.1,488.52,80296.8,10061.9,57.9,0.0025518,"MobileLab",2024-07-09,1973.74,387.36,TRUE
73811,2024-07-09 20:30:11,40.026691,-105.242241,1607.2,0.1,3.04,27.8,849.3,21,NA,NA,2399.7,500.99,71382.3,10088.6,57.9,0.0025779,"MobileLab",2024-07-09,1973.75,425.95,TRUE
73812,2024-07-09 20:30:12,40.026691,-105.242241,1607.2,0.1,3.11,27.8,849.3,21.1,NA,NA,2321.9,474.51,61056.8,10019,57.9,0.0025725,"MobileLab",2024-07-09,1973.76,348.14,TRUE
73814,2024-07-09 20:30:14,40.026691,-105.242241,1607.2,0.2,3.065,27.65,849.3,21.1,NA,NA,2018.1,433.8,22355.2,9910.8,61.7,0.002555,"MobileLab",2024-07-09,1973.77,44.3299999999999,TRUE
73816,2024-07-09 20:30:16,40.026691,-105.242241,1607.2,0.1,3.06,27.5,849.3,21,NA,NA,2017.4,429.53,8971.6,9862.9,74.6,0.0025557,"MobileLab",2024-07-09,1973.78,43.6200000000001,TRUE
73817,2024-07-09 20:30:17,40.026691,-105.242241,1607.2,0.3,3.08,27.5,849.3,21,NA,NA,2022.3,431.88,11199.9,9865.9,62.5,0.0025984,"MobileLab",2024-07-09,1973.79,48.51,TRUE
73818,2024-07-09 20:30:18,40.026691,-105.242241,1607.2,0.2,3.09,27.6,849.3,21,NA,NA,2027.7,434.23,11579,9871.4,73.6,0.0025608,"MobileLab",2024-07-09,1973.8,53.9000000000001,TRUE
73819,2024-07-09 20:30:19,40.026691,-105.242241,1607.2,0.2,3.05,27.6,849.3,21,NA,NA,2021.7,433.47,11868.9,9888.5,73.6,0.0025711,"MobileLab",2024-07-09,1973.8,47.9000000000001,TRUE
73821,2024-07-09 20:30:21,40.026691,-105.242241,1607.2,0.1,2.99,27.5,849.3,20.9,NA,NA,1995.3,429.54,5195.5,9880.1,72.6,0.0025638,"MobileLab",2024-07-09,1973.8,21.5,TRUE
73822,2024-07-09 20:30:22,40.026691,-105.242241,1607.2,0.2,3.05,27.4,849.3,20.8,NA,NA,1985.3,425.6,2359.3,9851,63,0.0025784,"MobileLab",2024-07-09,1973.8,11.5,TRUE
73823,2024-07-09 20:30:23,40.026691,-105.242241,1607.2,0.1,3.03,27.5,849.3,20.8,NA,NA,1975.4,423.13,1560.2,9842.6,63,0.0025696,"MobileLab",2024-07-09,1973.8,1.60000000000014,FALSE
73824,2024-07-09 20:30:24,40.026691,-105.242241,1607.2,0.1,3.03,27.6,849.3,20.7,NA,NA,1975.3,422.87,802.1,9847.2,62,0.0025757,"MobileLab",2024-07-09,1973.8,1.5,FALSE
73826,2024-07-09 20:30:26,40.026691,-105.242241,1607.2,0.2,2.975,27.55,849.35,20.65,NA,NA,1976.2,422.96,752.8,9855,60.2,0.0025759,"MobileLab",2024-07-09,1973.8,2.40000000000009,TRUE
73828,2024-07-09 20:30:28,40.026691,-105.242241,1607.2,0.1,2.92,27.65,849.35,20.6,NA,NA,1977.2,423.85,970.8,9880.7,65,0.0025864,"MobileLab",2024-07-09,1973.8,3.40000000000009,TRUE
73830,2024-07-09 20:30:30,40.026691,-105.242241,1607.2,0.2,2.9,27.6,849.4,20.7,NA,NA,1973.8,424.46,651.1,9902.5,59.4,0.0025601,"MobileLab",2024-07-09,1973.8,0,FALSE
73831,2024-07-09 20:30:31,40.026691,-105.242241,1607.2,0.2,2.86,27.6,849.5,20.8,NA,NA,1973.6,423.65,471.6,9893.7,69,0.0025645,"MobileLab",2024-07-09,1973.8,-0.200000000000045,FALSE
73832,2024-07-09 20:30:32,40.026691,-105.242241,1607.2,0.2,2.76,27.5,849.4,20.7,NA,NA,1973.4,423.23,752.3,9889.1,59.4,0.0025577,"MobileLab",2024-07-09,1973.8,-0.399999999999864,FALSE
73833,2024-07-09 20:30:33,40.026691,-105.242241,1607.2,0.2,2.72,27.6,849.3,20.7,NA,NA,1978.3,424.43,1033,9890.8,59.4,0.0025589,"MobileLab",2024-07-09,1973.8,4.5,TRUE
73835,2024-07-09 20:30:35,40.026691,-105.242241,1607.2,0.1,2.65,27.5,849.3,20.7,NA,NA,1987.5,425.44,2131.4,9899.8,56.4,0.0025548,"MobileLab",2024-07-09,1973.8,13.7,TRUE
73836,2024-07-09 20:30:36,40.026691,-105.242241,1607.2,0.1,2.64,27.5,849.3,20.7,NA,NA,1987.1,425.11,4939.6,9906.6,57.4,0.0025482,"MobileLab",2024-07-09,1973.8,13.3,TRUE
73837,2024-07-09 20:30:37,40.026691,-105.242241,1607.2,0.1,2.62,27.4,849.3,20.7,NA,NA,1994.7,433.02,9286.1,9968.2,66,0.0025691,"MobileLab",2024-07-09,1973.8,20.9000000000001,TRUE
73838,2024-07-09 20:30:38,40.026691,-105.242241,1607.2,0.2,2.62,27.5,849.3,20.7,NA,NA,2036.5,446.23,12190.5,10041.1,55.9,0.0025611,"MobileLab",2024-07-09,1973.8,62.7,TRUE
73840,2024-07-09 20:30:40,40.026691,-105.242241,1607.2,0.2,2.535,27.5,849.35,20.75,NA,NA,2066.9,443.2,8006.5,9993.9,56.4,0.0025577,"MobileLab",2024-07-09,1973.8,93.1000000000001,TRUE
73842,2024-07-09 20:30:42,40.026691,-105.242241,1607.2,0.3,2.515,27.5,849.3,20.8,NA,NA,2027.2,431.84,13793.5,9945.3,59.7,0.0025513,"MobileLab",2024-07-09,1974.7,52.5,TRUE
73844,2024-07-09 20:30:44,40.026691,-105.242241,1607.1,0.4,2.57,27.5,849.3,20.7,NA,NA,2021,435.65,14448.1,9959.1,64.5,0.0025611,"MobileLab",2024-07-09,1975.3,45.7,TRUE
73845,2024-07-09 20:30:45,40.026691,-105.242241,1607.1,0.2,2.59,27.6,849.3,20.7,NA,NA,2032.8,439.6,13126.1,9967.1,62.5,0.0025596,"MobileLab",2024-07-09,1975.4,57.3999999999999,TRUE
73846,2024-07-09 20:30:46,40.026691,-105.242241,1607.1,0.3,2.59,27.6,849.3,20.7,NA,NA,2044.7,440.84,9329.1,9964,57.4,0.0025504,"MobileLab",2024-07-09,1976.2,68.5,TRUE
73847,2024-07-09 20:30:47,40.026691,-105.242241,1607,0.3,2.57,27.5,849.3,20.7,NA,NA,2174.1,435.13,5532,9949.4,60.4,0.0025399,"MobileLab",2024-07-09,1976.8,197.3,TRUE
73849,2024-07-09 20:30:49,40.026691,-105.242241,1607,0.3,2.635,27.55,849.35,20.7,NA,NA,2295.1,438.3,80292.3,10000.5,58.9,0.0025382,"MobileLab",2024-07-09,1976.8,318.3,TRUE
73851,2024-07-09 20:30:51,40.026691,-105.242241,1606.9,0.4,2.68,27.7,849.3,20.7,NA,NA,2071.2,444.92,36192.2,10038.2,56.9,0.0025777,"MobileLab",2024-07-09,1976.8,94.3999999999999,TRUE
73852,2024-07-09 20:30:52,40.026691,-105.242241,1606.9,0.2,2.71,27.6,849.3,20.7,NA,NA,2055.3,437.7,8409.6,10016.6,59.9,0.0025492,"MobileLab",2024-07-09,1976.8,78.5000000000002,TRUE
73853,2024-07-09 20:30:53,40.026691,-105.242241,1607,0.2,2.72,27.7,849.3,20.7,NA,NA,2039.3,433.72,10637.8,10009.4,57.4,0.0025745,"MobileLab",2024-07-09,1976.8,62.5,TRUE
73854,2024-07-09 20:30:54,40.026691,-105.242241,1607,0.2,2.73,27.6,849.3,20.8,NA,NA,2067.4,442.37,12865.9,10022.1,58.9,0.0025577,"MobileLab",2024-07-09,1976.8,90.6000000000001,TRUE
73856,2024-07-09 20:30:56,40.026691,-105.242241,1607,0.1,2.725,27.6,849.35,20.8,NA,NA,2118.6,448.55,37389,10045.4,58.9,0.0025487,"MobileLab",2024-07-09,1977.1,141.5,TRUE
73858,2024-07-09 20:30:58,40.026691,-105.242241,1607,0.2,2.745,27.7,849.35,20.8,NA,NA,2038.3,438.43,23567.6,10049.5,58.9,0.0025297,"MobileLab",2024-07-09,1977.2,61.0999999999999,TRUE
73860,2024-07-09 20:31:00,40.026691,-105.242241,1607.1,0.1,2.63,27.6,849.4,20.8,NA,NA,1991.9,425.91,6472.5,10017.8,58.9,0.0025591,"MobileLab",2024-07-09,1977.2,14.7,TRUE
73861,2024-07-09 20:31:01,40.026691,-105.242241,1607.1,0.1,2.65,27.7,849.4,20.8,NA,NA,1984.5,426.12,4811.9,10013.1,59.4,0.0025682,"MobileLab",2024-07-09,1977.2,7.29999999999995,TRUE
73863,2024-07-09 20:31:03,40.026691,-105.242241,1607.1,0.1,2.68,27.7,849.3,20.8,NA,NA,2015.2,436.4,8012.9,10022.3,59.4,0.0025796,"MobileLab",2024-07-09,1977.2,38,TRUE
73865,2024-07-09 20:31:05,40.026691,-105.242241,1607.1,0.3,2.655,27.6,849.3,20.8,NA,NA,2176.2,452.07,11917.5,10043.8,58.9,0.0025535,"MobileLab",2024-07-09,1977.2,199,TRUE
73867,2024-07-09 20:31:07,40.026691,-105.242241,1607,0.2,2.71,27.55,849.4,20.8,NA,NA,2070.8,435.91,27990.9,10050.2,57.7,0.002556,"MobileLab",2024-07-09,1977.2,93.6000000000001,TRUE
73869,2024-07-09 20:31:09,40.026691,-105.242241,1607,0,2.67,27.6,849.4,20.8,NA,NA,2458.7,477.68,59151.5,10056.5,58.9,0.0025453,"MobileLab",2024-07-09,1977.2,481.5,TRUE
73870,2024-07-09 20:31:10,40.026691,-105.242241,1607,0.2,2.71,27.7,849.4,20.8,NA,NA,2631,494.63,78556.7,10110.5,57.4,0.0025336,"MobileLab",2024-07-09,1977.2,653.8,TRUE
73872,2024-07-09 20:31:12,40.026691,-105.242241,1607,0.5,2.67,27.6,849.4,20.8,NA,NA,2800,516.1,99776.8,10189.2,56.9,0.0025355,"MobileLab",2024-07-09,1977.2,822.8,TRUE
73873,2024-07-09 20:31:13,40.026691,-105.242241,1607,0.1,2.76,27.7,849.4,20.8,NA,NA,2632.2,501.98,105110.8,10192.8,63,0.002537,"MobileLab",2024-07-09,1977.2,655,TRUE
73874,2024-07-09 20:31:14,40.026691,-105.242241,1607,0.3,2.79,27.6,849.4,20.8,NA,NA,2458.4,487.51,78391.4,10173.8,58.4,0.0025265,"MobileLab",2024-07-09,1977.2,481.2,TRUE
73875,2024-07-09 20:31:15,40.026691,-105.242241,1606.9,0.2,2.81,27.6,849.4,20.8,NA,NA,2302.2,465.07,51672,10093.2,58.9,0.0025348,"MobileLab",2024-07-09,1977.2,325,TRUE
73877,2024-07-09 20:31:17,40.026691,-105.242241,1606.9,0.1,2.76,27.6,849.4,20.8,NA,NA,2051.8,435.94,23400.8,10003.3,58.4,0.0025555,"MobileLab",2024-07-09,1977.2,74.6000000000001,TRUE
73878,2024-07-09 20:31:18,40.026691,-105.242241,1606.9,0.1,2.76,27.6,849.4,20.8,NA,NA,2095.6,439.19,15808.3,10008.4,58.4,0.0025238,"MobileLab",2024-07-09,1977.2,118.4,TRUE
73879,2024-07-09 20:31:19,40.026691,-105.242241,1606.9,0.3,2.765,27.6,849.4,20.8,NA,NA,2139.3,440.48,18257.2,10020.2,58.4,0.0025177,"MobileLab",2024-07-09,1977.2,162.1,TRUE
73881,2024-07-09 20:31:21,40.026691,-105.242241,1607,0.2,2.75,27.5,849.4,20.8,NA,NA,2028.6,432.7,14909.3,10053,58.4,0.0025535,"MobileLab",2024-07-09,1977.2,51.3999999999999,TRUE
73882,2024-07-09 20:31:22,40.026691,-105.242241,1607,0.2,2.74,27.6,849.4,20.9,NA,NA,2005.9,432.12,8804.6,10050.4,59.4,0.0025321,"MobileLab",2024-07-09,1977.2,28.7,TRUE
73883,2024-07-09 20:31:23,40.026691,-105.242241,1607,0.3,2.67,27.5,849.4,20.9,NA,NA,2009.2,431.55,6808.7,10047.8,67.5,0.002545,"MobileLab",2024-07-09,1977.2,32,TRUE
73884,2024-07-09 20:31:24,40.026691,-105.242241,1607,0.3,2.68,27.6,849.3,20.8,NA,NA,2010.2,430.65,6854.8,10028.8,62,0.0025109,"MobileLab",2024-07-09,1977.2,33,TRUE
73886,2024-07-09 20:31:26,40.026691,-105.242241,1607,0.2,2.7,27.5,849.4,20.95,NA,NA,2001.9,428.81,5869.6,9997.7,58.4,0.0025336,"MobileLab",2024-07-09,1977.2,24.7,TRUE
73888,2024-07-09 20:31:28,40.026691,-105.242241,1607,0.1,2.735,27.6,849.4,21,NA,NA,1987.4,427.99,3500.4,9989,58.4,0.0025394,"MobileLab",2024-07-09,1977.2,10.2,TRUE
73891,2024-07-09 20:31:31,40.026691,-105.242241,1606.9,0.1,2.685,27.5,849.4,21,NA,NA,1977.4,426.61,1479.6,9987.7,59.2,0.0025358,"MobileLab",2024-07-09,1977.2,0.200000000000045,FALSE
73893,2024-07-09 20:31:33,40.026691,-105.242241,1606.9,0.1,2.605,27.55,849.4,20.9,NA,NA,1981.8,427.27,1715.1,9999.6,58.9,0.0025053,"MobileLab",2024-07-09,1977.2,4.59999999999991,TRUE
73895,2024-07-09 20:31:35,40.026691,-105.242241,1607,0.2,2.58,27.7,849.4,20.9,NA,NA,1991.6,427.77,2766.9,10000.5,57.4,0.0025141,"MobileLab",2024-07-09,1977.2,14.3999999999999,TRUE
73896,2024-07-09 20:31:36,40.026691,-105.242241,1607,0.1,2.52,27.7,849.4,20.9,NA,NA,2009.2,429.57,3633.7,10007.3,53.9,0.0025353,"MobileLab",2024-07-09,1977.2,32,TRUE
73898,2024-07-09 20:31:38,40.026691,-105.242241,1607,0.2,2.49,27.6,849.4,20.9,NA,NA,2065.9,438.23,21138.4,10066,54.6,0.0025094,"MobileLab",2024-07-09,1977.2,88.7,TRUE
73900,2024-07-09 20:31:40,40.026691,-105.242241,1607,0.2,2.51,27.7,849.4,20.9,NA,NA,2151.7,461.47,41403,10143.6,53.9,0.0025165,"MobileLab",2024-07-09,1977.2,174.5,TRUE
73901,2024-07-09 20:31:41,40.026691,-105.242241,1607,0.1,2.52,27.8,849.4,20.9,NA,NA,2304.1,483.27,51458.7,10146.2,55.4,0.0024958,"MobileLab",2024-07-09,1977.2,326.9,TRUE
73902,2024-07-09 20:31:42,40.026691,-105.242241,1607,0.1,2.46,27.7,849.4,20.9,NA,NA,2459.6,505.07,56902.5,10154.3,54.9,0.0024946,"MobileLab",2024-07-09,1977.2,482.4,TRUE
73903,2024-07-09 20:31:43,40.026691,-105.242241,1607,0.1,2.39,27.6,849.4,20.9,NA,NA,2439.3,500.12,62228.1,10181.6,54.9,0.0025099,"MobileLab",2024-07-09,1977.2,462.1,TRUE
73904,2024-07-09 20:31:44,40.026691,-105.242241,1607,0.1,2.34,27.5,849.4,20.8,NA,NA,2305.7,495.17,51683.6,10208.9,56.9,0.0024878,"MobileLab",2024-07-09,1977.2,328.5,TRUE
73905,2024-07-09 20:31:45,40.026691,-105.242241,1607,0.1,2.29,27.6,849.4,20.8,NA,NA,2186.7,476.69,33108.6,10161.9,57.4,0.0025319,"MobileLab",2024-07-09,1976.3,210.4,TRUE
